0,00	0,00	0,00
9,54	0,1	32,54
18,24	0,24	147,16
26,89	0,63	142,18
55,12	1,94	150,15
82,5	3,09	152,69
108,36	4,07	156,3
135,14	5,07	157,47
162,77	6,4	161,2
190,35	8,22	162,53
217,82	9,65	161,7
246,63	10,71	160,9
275,5	11,24	160,79
304,37	12,41	160,84
333,24	13,54	161,64
362,11	14,88	161,19
390,98	16,69	163,02
419,84	18,19	163,93
429,47	18,68	163,59
439,09	19,04	163,46
448,71	19,36	163,83
458,34	19,7	164,54
467,96	20,23	164,64
477,58	20,96	164,16
487,2	21,87	163,99
496,83	22,51	164,08
506,45	23,1	164,1
516,07	23,67	164,09
525,7	24,48	163,92
535,32	25,44	163,75
544,94	26,26	163,57
554,57	27,06	163,28
564,19	27,7	163,05
573,81	28,45	163,28
583,43	28,98	163,62
593,06	29,53	164,46
602,68	30,19	165,24
612,3	30,76	165,95
621,93	31,09	166,64
631,55	31,37	167,64
641,17	31,6	168,16
650,8	31,68	168,94
660,42	31,76	169,72
670,04	31,72	170,56
679,58	31,52	171,76
689,29	31,36	172,82
698,91	31	173,85
708,53	30,7	174,54
718,16	30,39	175,6
727,78	30,08	176,2
737,4	29,88	176,28
747,03	29,66	176,79
756,65	29,45	177,1
766,27	29,28	177,45
775,89	29,1	177,95
785,52	28,92	178,37
795,14	28,76	178,44
804,76	28,62	178,91
814,39	28,37	179,4
824,01	28,31	179,71
833,63	28,17	180,2
843,26	27,91	180,92
852,88	28,04	180,9
862,5	27,88	181,31
872,13	27,88	181,1
881,75	27,98	182,07
890,58	28,07	180,59
