# U4Lateral perpendicular ellipse of uncertainty, confidence 0.99
# calculation eeea2a27-6b4c-4184-8441-abe63655b8c8, trajectory be5b9f08-cd2a-4f87-86b7-ec019c48843e
# MD(m)  Inclination(deg)  Azimuth(deg)  SemiMajor(m)  SemiMinor(m)  AngleFromHighSide(deg)
455.7800	45.300183	172.101599	0.155575	0.155575	135.000000
503.7800	52.730000	165.080000	3.489244	1.265355	90.000429
549.7800	54.910000	162.940000	6.819171	2.402953	90.615869
605.7800	62.250000	160.240000	11.193925	3.872551	91.027840
653.7800	70.180000	158.460000	15.172263	5.151153	90.928812
701.7800	78.200000	159.750000	19.341225	6.400800	90.204269
749.7800	87.690000	161.390000	23.587889	7.515483	89.975512
797.7800	91.700000	159.830000	27.826570	8.762004	89.901094
853.7800	89.940000	157.820000	32.747115	10.516671	89.890681
898.7800	90.220000	156.270000	36.678772	11.847996	89.842936
