# U2 perpendicular ellipse of uncertainty, confidence 0.99
# calculation 69e079ac-b4fe-4ed0-83e6-e1863509415c, trajectory afb0bc06-06c5-46fa-b379-396d9dc3ac35
# MD(m)  Inclination(deg)  Azimuth(deg)  SemiMajor(m)  SemiMinor(m)  AngleFromHighSide(deg)
-91.2000	0.000000	0.000000	0.123952	0.123952	135.000000
-79.2200	0.310000	-17.440000	0.365197	0.365186	90.000000
-59.2200	0.690000	-30.820000	0.603913	0.603821	92.837129
-39.2200	1.090000	-32.180000	0.842758	0.842472	91.868553
-19.2200	1.110000	-40.290000	1.081629	1.081125	96.384022
0.7800	0.440000	-97.080000	1.320187	1.319733	146.210435
20.7800	1.230000	157.600000	1.558411	1.558259	59.664055
40.7800	0.900000	151.190000	1.796834	1.796782	49.982965
60.7800	0.550000	133.450000	2.035382	2.035365	55.186677
80.7800	0.510000	94.530000	2.273971	2.273969	130.173618
100.7800	0.920000	60.150000	2.512585	2.512576	53.679417
120.7800	0.380000	59.240000	2.751205	2.751182	75.116522
140.7800	0.740000	-143.390000	2.989799	2.989795	166.436832
160.7800	0.940000	141.170000	3.228417	3.228403	56.973751
180.7800	0.930000	99.930000	3.467058	3.467008	102.165414
200.7800	1.340000	145.620000	3.705741	3.705616	66.332872
220.7800	4.370000	155.520000	3.944719	3.944214	72.006260
240.7800	5.790000	158.320000	4.184097	4.182430	79.386417
260.7800	7.490000	157.120000	4.424581	4.420491	84.529177
280.7800	9.280000	152.110000	4.666792	4.658334	90.175938
300.7800	11.210000	145.760000	4.911489	4.895921	95.062277
320.7800	12.650000	141.800000	5.159033	5.133147	96.916471
340.7800	12.860000	141.370000	5.408931	5.370192	95.794639
360.7800	12.150000	143.880000	5.660303	5.607652	92.682123
380.7800	11.830000	145.920000	5.913261	5.845988	90.536265
400.7800	11.940000	147.870000	6.167953	6.084943	88.753730
420.7800	12.050000	150.030000	6.424083	6.324223	86.969156
440.7800	12.240000	151.520000	6.681699	6.563823	85.937455
460.7800	12.400000	151.970000	6.940697	6.803681	85.905181
480.7800	12.400000	153.060000	7.200628	7.043729	85.260392
500.7800	12.200000	155.240000	7.460867	7.283929	83.627998
520.7800	12.090000	157.590000	7.721473	7.524373	81.913214
540.7800	12.660000	156.700000	7.984396	7.765344	83.293710
560.7800	13.180000	154.440000	8.249498	8.006502	85.823022
580.7800	13.760000	152.340000	8.516916	8.247885	88.026279
600.7800	14.300000	150.880000	8.786554	8.489431	89.491209
620.7800	14.800000	149.490000	9.058375	8.731144	90.794183
640.7800	15.360000	149.370000	9.332676	8.973084	90.853832
660.7800	15.980000	148.510000	9.609703	9.215247	91.584050
680.7800	16.040000	146.140000	9.887530	9.457300	93.658044
700.7800	16.220000	143.060000	10.166393	9.699603	96.274374
720.7800	17.460000	139.710000	10.449505	9.942551	98.935593
740.7800	19.350000	136.670000	10.738859	10.185705	101.057876
760.7800	21.260000	133.720000	11.034455	10.428480	102.878978
780.7800	22.970000	130.120000	11.334822	10.670551	105.094063
800.7800	24.280000	126.470000	11.638728	10.911804	107.200152
820.7800	25.510000	123.420000	11.947112	11.152518	108.623453
840.7800	26.830000	121.100000	12.261616	11.392822	109.272897
860.7800	28.050000	119.310000	12.583059	11.632685	109.413838
880.7800	29.310000	117.890000	12.912307	11.872236	109.200010
900.7800	30.610000	116.870000	13.250982	12.111488	108.632989
920.7800	31.490000	115.560000	13.596011	12.350441	108.430828
940.7800	32.130000	113.950000	13.945447	12.589407	108.559911
960.7800	33.260000	112.700000	14.303535	12.828423	108.277724
980.7800	34.670000	111.850000	14.673994	13.067071	107.601989
