# Case1_F050_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534849.4920	328625.9005	513.9044
1	6534752.4920	328700.2135	597.7306
1	6534670.9920	328762.5575	655.9567
1	6534606.4920	328811.9325	689.4177
2	6534774.4920	328588.9945	509.6372
2	6534691.9920	328652.0885	598.1391
2	6534605.4920	328718.2445	653.5427
2	6534546.9920	328763.0265	690.6461
3	6534699.9920	328551.4635	505.8119
3	6534632.4920	328603.1195	590.9184
3	6534534.9920	328677.6825	664.1894
3	6534470.4920	328727.0575	694.9529
4	6534614.4920	328522.4005	498.5333
4	6534553.9920	328568.7135	591.5615
4	6534479.4920	328625.7135	644.2493
4	6534385.4920	328697.7135	691.0575
