# Case2_F131_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538099.9920	328987.2445	527.8591
1	6538084.4920	328999.1505	626.6510
1	6538077.4920	329004.7135	712.5268
1	6538046.4920	329028.2445	858.3937
1	6537990.4920	329071.2135	984.3535
1	6537931.9920	329116.0265	1072.7612
1	6537839.4920	329186.9005	1167.8922
2	6538048.4920	328948.0575	528.2773
2	6538046.4920	328949.4945	626.6510
2	6538039.4920	328955.0885	712.5268
2	6538008.4920	328978.6195	858.3937
2	6537955.4920	329019.3695	984.7677
2	6537893.9920	329066.4005	1072.7612
2	6537815.4920	329126.3695	1151.3275
3	6538015.4920	328910.2765	527.6494
3	6538015.4920	328910.2765	632.6468
3	6538004.4920	328918.7135	737.4205
3	6537981.4920	328936.5575	841.4431
3	6537943.4920	328965.6825	943.8211
3	6537885.9920	329009.3075	1042.7563
3	6537808.9920	329068.3385	1136.3127
4	6537984.9920	328870.5885	527.1327
4	6537984.9920	328870.6195	628.4058
4	6537975.4920	328878.0575	729.4859
4	6537951.9920	328896.0575	829.7510
4	6537916.9920	328922.7765	928.7267
4	6537867.9920	328960.2135	1025.2955
4	6537806.4920	329007.4945	1118.6346
5	6537954.9920	328830.6505	526.7310
5	6537952.4920	328832.7765	673.0664
5	6537922.4920	328855.5265	818.1576
5	6537871.4920	328894.5885	961.0487
5	6537803.4920	328946.7765	1101.0906
6	6537934.4920	328799.1825	528.2773
6	6537932.4920	328800.6195	626.6510
6	6537925.4920	328806.1825	712.5268
6	6537876.9920	328843.2765	884.6943
6	6537802.9920	328899.9635	1084.4488
7	6537916.9920	328749.7765	540.3620
7	6537904.9920	328758.9635	663.6864
7	6537889.9920	328770.3695	740.5898
7	6537840.4920	328808.1505	901.9463
7	6537807.9920	328833.1195	986.6596
7	6537760.4920	328869.5885	1080.2413
8	6537907.9920	328725.1505	529.0188
8	6537891.4920	328737.8075	620.2216
8	6537879.9920	328746.6195	712.5268
8	6537831.4920	328783.7135	884.6943
8	6537786.4920	328817.9005	1000.8258
8	6537746.9920	328848.1505	1070.4042
9	6537891.9920	328705.7765	550.3893
9	6537871.4920	328721.5885	649.9183
9	6537863.4920	328727.7445	704.3974
9	6537834.4920	328749.8075	831.2079
9	6537791.9920	328782.3695	951.0214
9	6537724.9920	328833.5265	1066.3497
10	6537858.9920	328683.9635	594.1425
10	6537852.4920	328688.6825	666.0127
10	6537841.4920	328697.3385	737.5494
10	6537794.4920	328733.2445	887.1708
10	6537746.4920	328769.8075	993.8190
10	6537697.4920	328807.6195	1062.0005
11	6537841.9920	328649.5885	587.7134
11	6537828.9920	328659.5575	705.4780
11	6537796.9920	328683.9325	821.8310
11	6537751.4920	328718.7765	936.4867
11	6537686.9920	328768.4325	1047.4335
12	6537829.9920	328627.1825	586.3025
12	6537813.9920	328639.4635	718.7761
12	6537760.4920	328680.3695	883.2090
12	6537687.9920	328736.0885	1031.9566
13	6537806.4920	328598.0575	602.2627
13	6537788.4920	328611.9945	727.1648
13	6537742.4920	328647.0885	877.8448
13	6537675.9920	328697.8385	1020.3797
14	6537795.9920	328574.7445	599.8993
14	6537778.4920	328588.2445	723.9318
14	6537722.4920	328630.9945	898.2802
14	6537669.4920	328671.6505	1011.7983
15	6537782.9920	328537.4945	587.9953
15	6537754.9920	328558.8385	730.8474
15	6537710.4920	328592.7135	872.1810
15	6537647.9920	328640.6825	1010.8056
16	6537753.9920	328512.4945	584.7998
16	6537732.4920	328528.6825	723.9318
16	6537676.9920	328571.4005	901.5845
16	6537623.4920	328612.0885	1011.7983
17	6537730.9920	328482.6825	580.8529
17	6537703.9920	328503.3695	727.3340
17	6537661.9920	328535.6505	872.5011
17	6537595.4920	328586.4945	1014.1078
18	6537705.9920	328470.3385	588.3605
18	6537684.9920	328486.5575	714.3495
18	6537631.9920	328527.0265	900.0715
18	6537573.4920	328571.7445	1014.8152
19	6537683.4920	328456.0265	586.9459
19	6537653.9920	328478.5575	729.8349
19	6537617.9920	328506.1825	872.1835
19	6537550.4920	328557.7765	1010.0408
20	6537654.4920	328430.9325	582.9426
20	6537621.9920	328455.9635	717.4944
20	6537581.9920	328486.4635	884.4182
20	6537520.4920	328533.6825	1003.9921
