# Case2_F164_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536067.4920	327406.0885	532.2137
1	6536070.9920	327394.3697	595.5848
1	6536075.4920	327381.5572	660.7267
1	6536081.9920	327361.4010	761.8809
1	6536096.4920	327316.4322	919.0759
2	6536134.9920	327434.6822	532.1437
2	6536140.4920	327415.4010	614.9977
2	6536147.9920	327394.2760	724.4393
2	6536154.9920	327372.3697	833.7927
2	6536161.9920	327350.8385	943.1245
3	6536210.9920	327468.4635	526.8767
3	6536216.9920	327449.5572	577.0194
3	6536221.4920	327436.4635	656.4717
3	6536229.4920	327410.1822	809.9876
3	6536235.9920	327391.8697	955.8347
4	6536286.9920	327481.0260	518.4063
4	6536288.4920	327476.6822	548.4291
4	6536287.9920	327476.4635	645.8647
4	6536287.9920	327476.4635	756.2665
4	6536289.4920	327472.4010	865.6444
5	6536339.4920	327496.5260	518.9060
5	6536340.4920	327493.8072	560.7340
5	6536339.9920	327495.1822	665.5976
5	6536339.9920	327494.9635	770.4612
5	6536340.9920	327492.3697	875.3063
6	6536399.9920	327513.3385	523.0545
6	6536397.9920	327519.4635	638.0253
6	6536397.4920	327520.6197	855.8908
