# Case1_F133_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533623.9920	332066.5575	643.3745
1	6533632.9920	332059.6825	805.5986
1	6533667.4920	332033.2135	945.9592
1	6533735.9920	331980.8075	1090.2823
1	6533815.4920	331919.9945	1194.0060
2	6533635.4920	331994.9005	631.5026
2	6533639.4920	331991.8695	799.1917
2	6533670.9920	331967.6825	927.7931
2	6533719.4920	331930.5265	1088.3621
2	6533784.9920	331880.4005	1194.0060
3	6533610.9920	331934.8695	657.9196
3	6533608.4920	331936.9005	798.8808
3	6533632.9920	331918.0575	927.7931
3	6533669.9920	331889.8385	1067.8795
3	6533736.4920	331838.9635	1197.9379
4	6533567.4920	331889.5575	679.1764
4	6533564.4920	331891.8695	763.9933
4	6533578.9920	331880.6505	889.4492
4	6533610.9920	331856.2135	1034.0466
4	6533669.4920	331811.4325	1176.7847
5	6533516.4920	331849.8695	680.8799
5	6533516.4920	331849.8695	790.4622
5	6533543.9920	331828.7445	931.6641
5	6533601.9920	331784.4635	1109.7286
6	6533467.9920	331823.9005	677.1434
6	6533467.9920	331823.9005	797.7347
6	6533489.9920	331807.1195	890.6989
6	6533571.4920	331744.7765	1109.7286
7	6533439.9920	331782.5575	713.6981
7	6533437.9920	331784.0885	797.7347
7	6533459.4920	331767.5265	890.6989
7	6533540.9920	331705.1825	1109.7286
