# Case1_F110_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533392.4920	330118.8075	435.3207
1	6533341.9920	330157.4945	519.4606
1	6533293.9920	330194.1195	589.1807
2	6533370.4920	330056.9945	422.5831
2	6533321.4920	330094.3695	524.8498
2	6533224.4920	330168.6825	666.6217
3	6533331.4920	330008.1195	416.2554
3	6533290.4920	330039.4005	509.8536
3	6533180.4920	330123.6195	663.2689
4	6533295.4920	329956.9325	432.8670
4	6533252.4920	329989.7445	534.5485
4	6533133.4920	330080.8385	669.6880
5	6533259.4920	329905.8075	423.9638
5	6533214.4920	329940.1505	534.5485
5	6533058.9920	330059.2445	734.9945
