# Case1_F120_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533275.4920	330208.3695	530.5465
1	6533244.9920	330231.8385	713.5506
1	6533176.9920	330283.6825	884.9077
1	6533111.4920	330333.8385	959.8234
2	6533313.4920	330258.0265	530.5465
2	6533285.4920	330279.3695	716.5572
2	6533214.9920	330333.3075	884.9077
2	6533130.4920	330397.9635	978.2681
3	6533357.9920	330318.3695	550.9011
3	6533315.9920	330350.4005	712.2717
3	6533248.4920	330402.0575	861.4380
3	6533175.4920	330458.0575	969.0973
3	6533100.4920	330515.2135	1028.3633
3	6533059.9920	330546.2445	1052.7443
4	6533353.9920	330415.9005	572.3438
4	6533323.9920	330438.7765	710.6014
4	6533237.4920	330504.9325	858.6339
4	6533138.4920	330580.7765	1001.3415
4	6533038.9920	330656.9005	1065.1156
4	6532929.9920	330740.4005	1103.6652
5	6533377.4920	330492.2445	541.0652
5	6533330.9920	330527.8695	699.6529
5	6533252.4920	330587.9325	837.6636
5	6533150.4920	330666.0575	976.5304
5	6533040.9920	330749.7765	1068.5500
5	6532896.9920	330859.9325	1116.2513
6	6533404.4920	330566.1195	563.7576
6	6533366.4920	330595.1195	693.2673
6	6533290.9920	330652.9005	827.3308
6	6533207.9920	330716.5265	948.2757
6	6533090.4920	330806.3385	1064.8924
6	6532915.9920	330939.9325	1127.1022
7	6533444.9920	330629.5885	529.2298
7	6533382.4920	330677.4005	710.3359
7	6533323.9920	330722.2135	823.3681
7	6533273.9920	330760.3695	902.1594
7	6533191.9920	330823.2445	1022.3423
7	6533134.4920	330867.2445	1072.1772
7	6533054.9920	330928.0265	1115.4826
7	6532984.4920	330982.0575	1138.2302
8	6533480.4920	330696.7765	523.4142
8	6533404.9920	330754.5265	720.0746
8	6533357.4920	330790.9325	827.9401
8	6533294.9920	330838.7445	930.7802
8	6533211.4920	330902.6195	1045.2023
8	6533105.4920	330983.8075	1126.1878
8	6532972.4920	331085.5885	1151.4558
9	6533473.4920	330796.5885	565.6412
9	6533408.9920	330845.9325	761.8780
9	6533352.4920	330889.1825	867.2292
9	6533274.9920	330948.4945	993.5386
9	6533205.4920	331001.6505	1059.3756
9	6533091.4920	331088.9325	1140.8792
9	6532967.4920	331183.8695	1175.5960
10	6533487.4920	330880.4005	600.2056
10	6533437.9920	330918.3075	760.9209
10	6533377.9920	330964.0885	872.6852
10	6533293.9920	331028.4945	978.7253
10	6533202.4920	331098.4635	1079.7058
10	6533081.4920	331191.0885	1157.7042
10	6532961.4920	331282.9325	1201.6870
11	6533514.9920	330953.7445	608.2338
11	6533459.4920	330996.2135	763.6489
11	6533415.9920	331029.5575	870.4903
11	6533288.9920	331126.7765	1028.3465
11	6533154.9920	331229.3075	1134.3565
11	6532995.9920	331350.9325	1212.9646
12	6533558.4920	331030.6825	659.0349
12	6533524.4920	331056.6505	765.2430
12	6533428.4920	331130.1825	928.2198
12	6533296.4920	331231.2135	1071.2628
12	6533148.4920	331344.4325	1164.8975
12	6532996.4920	331460.7135	1246.8889
13	6533570.4920	331100.1505	673.9460
13	6533541.9920	331122.0265	767.6052
13	6533443.4920	331197.3695	933.8584
13	6533308.4920	331300.6825	1078.8218
13	6533186.4920	331394.0575	1164.8975
13	6533034.4920	331510.3385	1246.8889
