# Case1_F116_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532523.9920	329508.4945	369.4682
1	6532525.9920	329506.9635	609.1238
1	6532470.4920	329549.4325	773.9328
1	6532402.9920	329601.1195	875.8856
1	6532281.9920	329693.7135	899.2943
1	6532142.9920	329800.0885	944.3743
1	6531989.9920	329917.1505	995.0017
2	6532488.9920	329456.5572	369.9987
2	6532477.9920	329464.9635	616.7107
2	6532432.4920	329499.7760	773.9328
2	6532405.4920	329520.4010	816.4495
2	6532350.9920	329562.1510	860.4321
2	6532243.9920	329644.0572	899.2942
2	6532104.9920	329750.4322	944.3743
2	6531951.9920	329867.4947	995.0016
2	6531881.9920	329920.9947	1013.9603
3	6532453.9920	329404.6195	401.5092
3	6532444.9920	329411.4945	605.0367
3	6532394.4920	329450.1825	773.9328
3	6532305.9920	329517.8695	858.9387
3	6532205.9920	329594.4635	899.2943
3	6532066.9920	329700.8075	944.3743
3	6531913.9920	329817.8695	995.0017
4	6532414.9920	329355.7445	404.2798
4	6532396.9920	329369.4945	616.2564
4	6532356.4920	329400.5265	773.9328
4	6532267.9920	329468.2135	858.9387
4	6532167.9920	329544.8075	899.2943
4	6532028.9920	329651.1825	944.3743
4	6531875.9920	329768.2135	995.0017
5	6532391.9920	329294.6825	414.1645
5	6532384.9920	329300.0265	586.0781
5	6532318.4920	329350.9325	773.9328
5	6532229.9920	329418.5885	858.9387
5	6532129.9920	329495.1825	899.2943
5	6531990.9920	329601.5575	944.3743
5	6531760.4920	329777.9005	1003.1398
6	6532371.9920	329231.3385	484.5978
6	6532346.9920	329250.4005	586.0781
6	6532280.4920	329301.2765	773.9328
6	6532191.9920	329368.9635	858.9387
6	6532091.9920	329445.5885	899.2943
6	6531952.9920	329551.9325	944.3743
6	6531722.4920	329728.2765	1003.1398
