# Case1_F097_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532438.9920	329378.8385	380.0875
1	6532459.9920	329406.2135	431.5369
1	6532493.4920	329450.1195	478.2948
1	6532528.4920	329495.5885	500.3837
2	6532448.9920	329371.2445	380.0875
2	6532469.4920	329398.3075	431.4522
2	6532495.9920	329432.6825	470.4316
2	6532551.4920	329505.1825	515.4101
3	6532468.4920	329356.0575	380.0875
3	6532485.4920	329378.0575	427.9518
3	6532515.4920	329417.1825	465.5088
3	6532571.4920	329490.1505	503.1547
4	6532484.9920	329335.9325	376.8365
4	6532496.9920	329351.6505	417.4417
4	6532526.9920	329391.0885	450.4982
4	6532553.9920	329426.4635	470.2188
4	6532588.4920	329471.7135	491.4064
5	6532510.9920	329308.7135	373.9146
5	6532529.4920	329332.9635	427.0978
5	6532570.9920	329386.9005	455.6862
5	6532617.4920	329447.4325	479.3333
5	6532675.9920	329523.8695	509.2300
6	6532530.4920	329292.9945	373.5730
6	6532546.9920	329314.4945	421.2456
6	6532587.9920	329367.8695	457.7991
6	6532655.4920	329456.2765	490.6673
6	6532717.4920	329536.9635	514.7368
7	6532560.9920	329270.7445	373.9146
7	6532581.4920	329297.7445	424.5365
7	6532618.9920	329346.9635	458.8269
7	6532658.9920	329399.0575	482.3968
7	6532703.9920	329457.9945	500.0210
