# Case1_F033_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534569.4920	327947.2135	539.5534
1	6534593.4920	327978.4635	599.1510
2	6534602.9920	327929.1195	549.8861
2	6534618.9920	327950.3695	616.3814
3	6534613.4920	327902.0885	547.2736
3	6534627.4920	327920.2445	595.5026
3	6534649.4920	327949.0885	654.3717
4	6534656.9920	327855.9945	558.4022
4	6534678.9920	327884.7765	620.7431
4	6534703.9920	327917.3075	693.9471
5	6534698.9920	327808.2135	559.0514
5	6534722.4920	327838.6825	626.5130
5	6534746.4920	327869.9325	695.0748
6	6534735.4920	327752.8075	555.4182
6	6534764.4920	327790.9005	631.5998
6	6534791.4920	327826.0265	691.2831
7	6534774.4920	327700.9635	571.0362
7	6534799.4920	327733.4635	624.3885
7	6534838.9920	327785.1505	687.8815
8	6534808.9920	327643.1195	580.9940
8	6534834.4920	327676.5265	623.3488
8	6534893.9920	327754.4325	691.3898
9	6534855.4920	327601.3385	582.4784
9	6534894.9920	327652.6505	637.9156
9	6534933.9920	327703.9635	688.2503
10	6534891.9920	327587.1825	570.1950
10	6534924.9920	327630.1505	637.2084
10	6534964.9920	327682.4635	680.9351
