# Case2_F147_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6537037.9920	326402.2135	937.7077
1	6537021.9920	326380.9005	1036.8160
1	6537016.9920	326374.2445	1130.5139
1	6537006.9920	326361.7135	1242.6811
1	6536986.4920	326334.4635	1364.7132
1	6536962.4920	326303.5885	1486.4494
2	6536982.4920	326432.5885	926.6742
2	6536964.9920	326409.3385	1038.9176
2	6536958.9920	326401.2765	1151.9603
2	6536944.9920	326383.5265	1264.5475
2	6536925.9920	326358.4945	1376.6657
2	6536903.4920	326329.2135	1488.3876
3	6536935.4920	326474.0265	903.1613
3	6536916.4920	326449.0265	1017.9803
3	6536906.4920	326436.0885	1133.4836
3	6536886.9920	326410.6195	1248.0051
3	6536867.9920	326385.5265	1362.7811
3	6536843.4920	326353.3075	1476.8753
4	6536889.9920	326517.0885	878.6248
4	6536869.4920	326490.4325	995.6698
4	6536855.4920	326472.1195	1113.3054
4	6536829.9920	326438.3695	1229.5570
4	6536810.4920	326413.2765	1346.6763
4	6536783.4920	326377.8075	1462.7956
5	6536844.9920	326561.3385	856.0062
5	6536814.4920	326521.4635	1031.0641
5	6536800.4920	326502.7135	1127.3516
5	6536767.4920	326459.6505	1242.6988
5	6536750.9920	326437.9945	1356.2526
5	6536725.4920	326404.6195	1448.6520
6	6536795.4920	326599.3075	856.0062
6	6536775.9920	326573.7445	1006.2839
6	6536751.4920	326541.4635	1128.5284
6	6536726.9920	326509.5265	1247.3363
6	6536700.9920	326475.9635	1356.2526
6	6536675.4920	326442.6195	1448.6520
7	6536722.9920	326668.7135	851.5491
7	6536709.4920	326651.4635	973.0892
7	6536684.9920	326619.5575	1093.4376
7	6536658.9920	326585.0575	1213.5620
7	6536633.4920	326551.9005	1333.8235
7	6536597.4920	326505.0885	1452.3141
8	6536653.9920	326722.9945	850.4945
8	6536635.4920	326698.4945	1002.4760
8	6536607.9920	326662.4945	1127.5040
8	6536580.4920	326626.7135	1247.4964
8	6536560.4920	326600.7765	1356.7652
8	6536528.9920	326559.4635	1452.9000
9	6536586.9920	326738.2135	861.2771
9	6536567.9920	326713.4325	978.3574
9	6536549.4920	326689.3695	1095.4703
9	6536526.9920	326659.8385	1212.1239
9	6536507.4920	326634.2135	1329.1598
9	6536480.9920	326599.2765	1445.1312
10	6536517.9920	326750.6825	872.0024
10	6536489.4920	326713.4635	1013.0379
10	6536477.4920	326697.9325	1129.0627
10	6536456.4920	326670.5265	1249.2109
10	6536440.9920	326650.0265	1353.3847
10	6536427.4920	326632.6825	1433.4025
11	6536455.9920	326772.6195	874.5423
11	6536432.4920	326741.5575	981.9419
11	6536417.4920	326722.3075	1090.3378
11	6536399.4920	326698.9635	1198.4448
11	6536378.4920	326671.4005	1306.1705
11	6536356.9920	326643.2135	1413.8187
12	6536395.9920	326796.9325	874.9498
12	6536372.9920	326766.9325	977.7935
12	6536355.9920	326744.4945	1081.2630
12	6536336.4920	326719.4635	1184.5434
12	6536310.9920	326685.6505	1294.1714
12	6536285.9920	326653.0885	1392.9131
13	6536335.4920	326820.9635	873.7950
13	6536308.9920	326786.0575	997.3986
13	6536282.4920	326751.5265	1121.0065
13	6536252.4920	326712.4325	1244.1222
13	6536218.9920	326668.7135	1366.6569
14	6536267.9920	326855.8385	872.6571
14	6536236.4920	326814.5575	1016.0332
14	6536207.4920	326776.8385	1125.6075
14	6536173.9920	326733.2135	1251.4871
14	6536146.4920	326697.2765	1344.6869
15	6536217.4920	326892.5575	872.5239
15	6536191.4920	326858.9635	990.7012
15	6536160.9920	326818.7765	1108.0906
15	6536129.4920	326777.9945	1225.4087
15	6536095.4920	326733.3385	1342.1888
16	6536168.4920	326931.7765	872.6571
16	6536136.9920	326890.5265	1016.0332
16	6536108.4920	326852.8075	1125.6075
16	6536074.9920	326809.1825	1251.4871
16	6536047.4920	326773.2445	1344.6869
