# Case1_F068_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534763.4920	329557.5265	577.3517
1	6534784.9920	329540.9945	637.8455
1	6534834.4920	329503.0575	720.9158
2	6534733.4920	329533.2765	574.2884
2	6534765.4920	329508.8385	644.5785
2	6534810.9920	329473.9635	721.4675
3	6534697.9920	329513.2135	574.8858
3	6534726.4920	329491.3075	634.3402
3	6534787.9920	329444.2445	721.7327
4	6534673.9920	329484.3695	569.4573
4	6534715.9920	329452.3075	642.7799
4	6534781.4920	329402.1825	720.2239
5	6534677.4920	329450.1195	560.1670
5	6534729.4920	329410.4325	637.4218
5	6534785.9920	329367.1825	717.9531
6	6534682.9920	329430.1505	565.7814
6	6534733.4920	329391.4635	638.2966
6	6534789.9920	329348.1825	715.9445
