# Case1_F144_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531508.4920	329672.2445	526.5158
1	6531539.4920	329606.3075	633.5435
1	6531568.9920	329544.1195	704.7327
2	6531410.4920	329669.6505	509.5006
2	6531452.4920	329580.9635	627.6319
2	6531496.9920	329485.9945	711.5703
3	6531363.4920	329638.5885	505.3910
3	6531395.9920	329569.7765	615.4094
3	6531448.9920	329457.4945	719.8045
4	6531312.4920	329615.4005	503.9551
4	6531351.4920	329533.3385	627.6319
4	6531398.9920	329431.8695	730.9386
5	6531290.4920	329597.3385	511.9079
5	6531324.4920	329525.8385	622.6301
5	6531388.4920	329390.1195	783.8108
6	6531181.9920	329539.6505	517.2739
6	6531217.9920	329462.7765	632.0381
6	6531288.4920	329313.1825	798.0651
7	6531099.4920	329479.4325	498.7018
7	6531137.9920	329397.3695	647.2577
7	6531206.4920	329252.6825	799.2557
8	6531050.9920	329412.4325	523.3889
8	6531083.4920	329343.9635	631.5925
8	6531147.9920	329206.4005	779.1909
9	6530943.9920	329249.5885	525.1799
9	6530967.4920	329199.8075	621.6788
9	6530996.4920	329138.6505	721.2499
9	6531048.4920	329027.3695	875.2318
10	6530833.4920	329170.1505	530.0250
10	6530853.9920	329126.3695	624.3230
10	6530890.9920	329048.4325	757.0496
10	6530928.9920	328967.2445	889.2249
