# Case1_F154_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531594.9920	330764.1195	561.3435
1	6531662.4920	330852.6195	678.3230
1	6531762.4920	330983.1505	792.3458
1	6531845.9920	331092.3385	874.2397
2	6531644.4920	330726.0885	561.3435
2	6531712.4920	330814.7765	678.3230
2	6531822.9920	330959.4635	801.9071
2	6531890.9920	331048.3075	860.4932
3	6531717.9920	330678.1195	556.6344
3	6531775.4920	330753.2445	668.7858
3	6531857.4920	330860.7135	770.4002
3	6531959.9920	330994.5575	859.2435
4	6531792.4920	330631.4325	551.1266
4	6531850.9920	330708.2445	678.3230
4	6531954.9920	330843.9005	804.4098
4	6532029.9920	330941.9945	860.4932
5	6531836.4920	330606.8075	547.4599
5	6531890.9920	330677.9945	678.3230
5	6531994.4920	330813.4005	804.4098
5	6532069.9920	330911.7445	860.4932
