# Case1_F148_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6530728.4920	330742.5885	603.0479
1	6530586.9920	330557.6505	830.8037
1	6530455.9920	330386.1195	969.2750
1	6530328.4920	330219.9325	1071.4222
2	6530795.4920	330747.8075	584.4883
2	6530651.4920	330559.6825	832.2854
2	6530372.9920	330195.4005	1098.3556
3	6530868.9920	330720.3385	583.9104
3	6530727.9920	330536.3075	821.2525
3	6530597.4920	330365.7765	972.6467
3	6530456.4920	330181.3385	1089.2448
4	6530926.9920	330672.7135	590.4487
4	6530858.4920	330583.4945	712.2576
4	6530782.4920	330484.2765	829.8223
4	6530662.4920	330327.2765	973.4315
4	6530535.4920	330161.4005	1092.1358
5	6530982.4920	330622.0885	595.2191
5	6530955.9920	330587.4635	650.8751
5	6530926.4920	330548.8385	705.4426
5	6530830.4920	330423.3075	849.5036
5	6530723.4920	330283.7135	977.3135
5	6530611.4920	330137.4005	1086.5052
6	6531065.4920	330586.2445	592.9562
6	6531012.9920	330517.8385	694.6700
6	6530951.9920	330437.8385	784.0501
6	6530887.4920	330353.7765	872.0555
6	6530793.9920	330231.6195	995.3967
6	6530707.9920	330119.4325	1094.9708
7	6531112.4920	330565.4325	587.3217
7	6531059.9920	330496.9945	698.0783
7	6530987.9920	330402.8385	801.6136
7	6530913.9920	330305.9945	904.1714
7	6530836.4920	330204.7445	1005.1009
7	6530755.4920	330098.8075	1104.2056
8	6531168.9920	330536.6825	582.3809
8	6531128.4920	330483.8075	680.8982
8	6531052.4920	330384.3075	794.1838
8	6530980.4920	330290.1825	895.8631
8	6530813.4920	330072.1825	1107.8187
9	6531226.4920	330509.0265	586.0732
9	6531163.4920	330426.3075	716.4404
9	6531076.9920	330313.3075	838.3265
9	6530986.4920	330195.1505	958.2735
9	6530893.9920	330074.2445	1077.2039
10	6531275.4920	330490.5885	590.3087
10	6531234.4920	330437.4005	675.4877
10	6531142.9920	330317.3075	807.4746
10	6530964.4920	330084.0575	1041.6340
11	6531340.9920	330473.1825	583.6793
11	6531249.4920	330353.6195	738.4909
11	6531140.4920	330211.3695	886.7484
11	6531025.9920	330061.6505	1032.1797
12	6531396.4920	330463.9635	575.2955
12	6531353.4920	330407.4635	666.6211
12	6531288.4920	330322.9325	746.2524
12	6531184.9920	330187.2765	891.9602
12	6531074.4920	330043.2765	1027.1715
13	6531443.4920	330442.6505	575.3342
13	6531374.9920	330353.0885	691.6428
13	6531292.9920	330246.4005	802.5798
13	6531210.9920	330139.1505	913.3700
13	6531123.9920	330025.7135	1021.8046
14	6531495.4920	330407.9005	576.3214
14	6531393.4920	330274.9005	734.8452
14	6531281.9920	330129.0265	885.2408
14	6531182.4920	329999.3075	1016.6696
15	6531528.4920	330368.8385	571.1142
15	6531434.9920	330246.7445	720.8058
15	6531328.9920	330107.9945	864.9146
15	6531226.4920	329974.3695	1010.7922
16	6531557.9920	330325.2765	564.5580
16	6531463.4920	330201.6195	719.9816
16	6531358.9920	330065.1505	863.8542
16	6531271.4920	329951.1195	998.1786
17	6531595.9920	330272.0575	558.8899
17	6531520.9920	330174.0575	676.5588
17	6531439.4920	330067.3695	791.4211
17	6531361.4920	329965.4945	907.9741
18	6531632.4920	330216.8075	558.2392
18	6531548.4920	330106.9945	680.8132
18	6531448.9920	329977.2135	820.3427
19	6531664.4920	330155.9325	570.1526
19	6531585.4920	330052.6195	694.4683
19	6531499.4920	329940.3695	815.8572
20	6531695.9920	330094.4945	585.2265
20	6531645.4920	330028.4325	680.1173
20	6531541.4920	329892.5265	829.6397
