# Case1_F082_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534083.4920	329142.4010	426.6979
1	6534072.4920	329127.9010	458.0221
1	6534049.4920	329098.2447	519.3725
1	6534012.4920	329049.3072	613.5499
1	6533972.9920	328998.1822	707.3094
2	6534065.4920	329159.7760	426.1341
2	6534057.9920	329149.9635	447.1166
2	6534033.4920	329118.1822	514.7731
2	6534007.9920	329084.9322	582.1676
2	6533981.4920	329050.4010	649.3211
2	6533954.4920	329014.7447	716.2433
3	6534036.9920	329184.1510	427.1521
3	6534024.4920	329167.9635	461.7895
3	6533994.4920	329128.8697	546.9447
3	6533957.9920	329081.3072	643.0516
3	6533926.9920	329040.9010	722.2357
4	6534013.4920	329194.5885	432.1417
4	6534008.9920	329188.9322	452.1336
4	6533979.4920	329150.4947	540.8032
4	6533945.9920	329106.8385	628.5369
4	6533913.9920	329064.5572	716.5451
5	6533981.4920	329214.9947	431.3521
5	6533975.9920	329207.4322	464.6700
5	6533952.4920	329176.7760	539.3036
5	6533922.9920	329138.0572	615.8115
5	6533890.4920	329095.9635	708.2545
6	6533954.9920	329241.5572	427.3289
6	6533949.9920	329235.4947	446.0986
6	6533934.4920	329214.8385	501.8982
6	6533910.9920	329183.9635	570.4935
6	6533886.4920	329151.9947	638.9123
6	6533862.4920	329121.1197	707.5380
7	6533935.4920	329257.7135	425.1557
7	6533925.4920	329244.4322	467.1631
7	6533901.9920	329213.7447	537.0875
7	6533873.9920	329176.9322	621.1577
7	6533843.4920	329137.4010	708.1994
8	6533896.9920	329289.5885	423.1745
8	6533891.9920	329282.7447	453.7793
8	6533865.4920	329248.1197	538.4957
8	6533836.4920	329210.1822	622.7213
8	6533806.9920	329171.5572	706.8400
9	6533870.9920	329317.0572	430.0811
9	6533860.4920	329303.2447	470.7963
9	6533840.4920	329277.1510	534.4083
9	6533810.9920	329238.8385	616.8354
9	6533779.4920	329197.6197	705.3315
10	6533841.4920	329340.3385	429.8221
10	6533827.9920	329322.3697	475.6946
10	6533806.9920	329295.0572	545.7651
10	6533778.4920	329257.6510	625.4523
10	6533748.4920	329218.8385	704.8773
11	6533804.9920	329353.9947	430.8463
11	6533791.9920	329337.4010	483.8266
11	6533766.9920	329304.5572	568.7838
11	6533744.9920	329275.6510	632.7369
11	6533721.4920	329245.4010	696.4557
12	6533760.4920	329378.6197	432.9889
12	6533756.4920	329373.1510	453.3039
12	6533749.9920	329364.6197	479.0962
12	6533730.4920	329338.9947	551.2060
12	6533707.9920	329309.6197	619.2738
12	6533684.4920	329278.8385	687.1104
13	6533726.9920	329396.2447	438.1371
13	6533714.9920	329380.7447	490.1482
13	6533687.4920	329344.3072	583.8652
13	6533653.9920	329300.8385	676.4332
14	6533706.4920	329410.8385	436.9849
14	6533692.9920	329393.0572	489.7214
14	6533666.4920	329358.1197	577.1107
14	6533632.9920	329314.2447	666.7010
15	6533684.9920	329423.4322	436.1741
15	6533679.9920	329416.7760	455.8674
15	6533668.4920	329401.9010	501.9074
15	6533640.4920	329365.6510	586.0416
15	6533611.4920	329327.4635	669.8618
16	6533656.4920	329448.1197	433.9033
16	6533647.4920	329436.2135	466.5842
16	6533629.4920	329412.4635	530.5891
16	6533609.4920	329386.5572	594.2835
16	6533589.4920	329360.2447	657.9043
17	6533633.9920	329459.9322	433.5955
17	6533622.9920	329445.5260	483.4548
17	6533579.9920	329389.4322	642.9691
18	6533614.4920	329475.4322	434.1441
18	6533602.9920	329460.7135	483.4548
18	6533560.4920	329404.6510	642.9691
