# Case2_F117_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538731.4920	328306.4005	611.6567
1	6538721.9920	328294.0885	768.6058
1	6538750.4920	328331.1825	907.4236
1	6538794.4920	328388.4635	1049.5637
2	6538668.4920	328327.0265	585.6840
2	6538675.4920	328336.2445	752.6425
2	6538707.9920	328378.2445	917.8130
2	6538768.9920	328458.5885	1077.4237
3	6538608.4920	328351.3385	565.2081
3	6538635.9920	328387.4005	787.7083
3	6538674.4920	328437.2765	954.6970
3	6538740.4920	328524.0575	1101.2210
4	6538561.9920	328393.1195	570.7780
4	6538592.4920	328433.1825	792.0240
4	6538632.9920	328486.0885	957.7300
4	6538690.9920	328562.0265	1101.2210
5	6538510.9920	328429.5885	546.4059
5	6538523.4920	328445.7135	684.1270
5	6538548.4920	328478.7765	793.2590
5	6538590.9920	328534.4325	954.2632
5	6538641.4920	328599.9945	1101.2210
6	6538461.4920	328467.5575	546.4059
6	6538473.4920	328483.6825	684.1270
6	6538501.9920	328520.4325	797.7442
6	6538538.4920	328568.2445	956.9702
6	6538596.9920	328644.9325	1116.0313
7	6538417.4920	328513.3385	555.3228
7	6538430.4920	328529.8385	682.4308
7	6538451.9920	328558.4005	797.7442
7	6538489.4920	328606.8075	954.9149
7	6538525.9920	328654.6195	1041.2530
7	6538568.9920	328710.8695	1125.8867
8	6538367.9920	328551.4005	609.0564
8	6538380.4920	328567.8075	682.4308
8	6538409.4920	328605.4635	801.9748
8	6538457.4920	328668.2445	956.3685
8	6538491.4920	328712.3695	1043.5000
8	6538540.4920	328776.7135	1141.7074
9	6538331.4920	328606.3385	633.6804
9	6538338.4920	328615.7445	682.6213
9	6538365.9920	328651.1195	803.5890
9	6538407.9920	328706.2135	956.3685
9	6538441.4920	328750.3385	1043.5000
9	6538490.4920	328813.8075	1141.7720
10	6538291.9920	328636.7135	633.6804
10	6538304.4920	328652.9945	681.9708
10	6538325.9920	328681.4945	803.5890
10	6538367.9920	328736.5885	956.3685
10	6538401.9920	328780.7445	1043.5000
10	6538448.4920	328841.1825	1120.8313
11	6538255.4920	328692.2765	638.6952
11	6538262.4920	328701.5265	684.3800
11	6538289.4920	328736.5265	808.9901
11	6538328.9920	328787.8385	949.8546
11	6538366.4920	328837.3075	1093.8686
