# Case2_F133_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6537609.4920	328969.1505	529.5452
1	6537638.9920	328946.5265	679.9268
1	6537694.4920	328904.1195	787.8442
1	6537813.9920	328812.6505	937.3870
2	6537564.4920	328940.8385	533.6497
2	6537589.9920	328921.0265	658.7487
2	6537655.4920	328871.2445	786.6010
2	6537783.9920	328772.9325	937.3870
3	6537514.9920	328899.9325	553.3309
3	6537517.9920	328897.7765	650.8735
3	6537538.4920	328881.8385	691.5906
3	6537565.9920	328860.7135	750.5625
3	6537641.9920	328802.7765	863.8734
3	6537728.9920	328736.1825	974.2725
4	6537480.9920	328894.4325	561.7959
4	6537501.9920	328878.3385	675.0333
4	6537556.4920	328836.7445	784.2580
4	6537619.9920	328788.0885	891.6042
4	6537703.4920	328724.0885	993.4630
5	6537442.9920	328876.4635	570.6147
5	6537492.9920	328838.0575	727.5035
5	6537560.9920	328785.9005	844.5746
5	6537627.4920	328734.9945	940.9575
5	6537680.4920	328694.4005	1010.1179
6	6537419.4920	328815.5885	590.8781
6	6537449.9920	328792.3385	693.9864
6	6537485.4920	328764.9945	778.0626
6	6537575.4920	328696.2765	916.3451
6	6537650.9920	328638.5885	1017.4210
7	6537396.4920	328786.0575	581.0071
7	6537426.4920	328762.9005	695.2357
7	6537481.9920	328720.6505	805.9506
7	6537547.4920	328670.2765	914.4563
7	6537627.4920	328609.1825	1019.3510
8	6537378.9920	328767.8075	570.5662
8	6537398.9920	328752.6825	681.2951
8	6537447.9920	328715.0885	782.9525
8	6537528.4920	328653.5265	916.2951
8	6537608.4920	328592.4005	1020.6070
