# Case1_F106_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533845.9920	329897.5265	500.1545
1	6533776.4920	329950.6825	605.9938
1	6533695.4920	330012.8075	692.2554
1	6533577.9920	330102.6195	757.8607
2	6533815.9920	329841.8385	494.5614
2	6533745.4920	329895.7765	597.9714
2	6533657.4920	329963.2135	687.9486
2	6533509.4920	330076.4325	765.8526
3	6533777.9920	329792.2135	494.5614
3	6533678.9920	329868.0575	645.6392
3	6533598.4920	329929.6195	710.1381
3	6533477.4920	330022.2445	769.9491
4	6533739.9920	329742.6195	494.5614
4	6533643.9920	329816.1505	659.2394
4	6533467.4920	329951.2765	770.0161
5	6533701.9920	329692.9945	494.5614
5	6533615.9920	329758.9325	650.9854
5	6533433.4920	329898.6195	771.7535
6	6533663.9920	329643.3385	494.5614
6	6533567.9920	329716.9005	659.2394
6	6533392.4920	329851.2445	773.9877
