# Case1_F063_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534294.9920	328904.7135	451.6976
1	6534273.9920	328877.3385	497.6110
1	6534242.9920	328836.7135	565.9040
1	6534182.4920	328757.5265	659.5671
1	6534098.4920	328647.9005	769.6577
2	6534252.9920	328932.0575	453.5185
2	6534203.4920	328867.0575	563.7948
2	6534136.4920	328779.9325	668.1515
2	6534061.4920	328681.6825	768.7113
3	6534220.4920	328951.0575	455.6369
3	6534171.9920	328887.8385	562.5560
3	6534107.9920	328804.1825	664.1391
3	6534036.4920	328710.8695	762.5046
4	6534185.9920	328967.7135	458.5005
4	6534158.9920	328932.5885	522.5150
4	6534109.9920	328868.4945	605.0187
4	6534021.9920	328753.4635	734.3944
5	6534168.9920	328986.4325	453.4158
5	6534123.4920	328927.4005	554.4672
5	6534060.9920	328845.9325	649.4928
5	6533995.9920	328760.4635	743.2336
6	6534142.4920	329013.7765	448.5033
6	6534096.4920	328953.5885	554.3453
6	6534064.9920	328912.5575	603.3280
6	6534018.4920	328851.4325	668.9193
6	6533968.9920	328786.8075	739.3200
7	6534123.9920	329030.7135	444.5336
7	6534088.9920	328985.0885	522.1956
7	6534046.4920	328929.3075	597.2439
7	6533997.4920	328865.4005	669.8562
7	6533946.4920	328799.0575	741.6666
8	6534094.9920	329054.5265	440.5965
8	6534056.4920	329004.3385	519.2384
8	6534034.4920	328975.4005	558.3510
8	6533998.4920	328928.4945	623.2778
8	6533912.9920	328816.9635	745.8269
