# Case1_F026_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535913.9920	329479.8075	680.9656
1	6535882.9920	329503.4635	760.0614
1	6535767.9920	329591.5265	916.8203
1	6535657.9920	329675.7445	1029.2003
2	6535867.9920	329436.3075	679.3776
2	6535816.4920	329475.7445	801.8282
2	6535729.9920	329541.9005	917.1556
2	6535622.9920	329623.8385	1025.8475
3	6535832.4920	329400.4325	675.1896
3	6535805.9920	329420.8075	766.0659
3	6535702.4920	329499.9325	919.8074
3	6535590.4920	329585.6825	1031.2726
4	6535794.4920	329350.7765	660.9067
4	6535748.9920	329385.6195	808.3418
4	6535665.4920	329449.4945	949.3730
4	6535530.4920	329552.8075	1074.7067
5	6535767.4920	329308.6505	645.2856
5	6535737.4920	329331.5575	766.0659
5	6535644.9920	329402.2765	966.4114
5	6535472.4920	329534.3385	1122.4083
6	6535734.9920	329254.6505	638.4855
6	6535674.4920	329300.9635	824.9229
6	6535575.4920	329376.8075	1004.1457
6	6535397.9920	329512.6825	1160.2341
7	6535696.4920	329189.7445	633.6727
7	6535644.9920	329229.2135	782.3575
7	6535539.9920	329309.6195	979.0911
7	6535320.4920	329477.5575	1183.7342
8	6535668.4920	329132.4325	624.6019
8	6535594.9920	329188.6825	807.4883
8	6535485.9920	329272.1505	983.1449
8	6535312.9920	329404.4635	1138.7148
9	6535641.4920	329074.4635	614.9976
9	6535568.9920	329129.9635	782.3575
9	6535449.9920	329221.0575	969.3679
9	6535320.9920	329319.7765	1080.0715
10	6535618.4920	329013.4325	608.3468
10	6535536.9920	329075.7765	771.5645
10	6535434.9920	329153.9005	930.2011
10	6535281.9920	329270.9325	1072.2686
11	6535592.4920	328954.6195	603.1226
11	6535492.9920	329030.6825	782.3575
11	6535356.9920	329134.7765	966.3809
11	6535238.9920	329225.0885	1069.6778
12	6535552.4920	328906.5575	601.1017
12	6535465.9920	328972.7135	757.7693
12	6535358.9920	329054.6505	909.1393
12	6535215.9920	329164.0575	1048.7380
13	6535503.4920	328865.2445	600.8914
13	6535407.9920	328938.2445	782.9549
13	6535298.9920	329021.7445	925.2328
13	6535198.4920	329098.5885	1022.8604
