# Case1_F021_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536967.4920	330342.1505	1151.1205
1	6537014.9920	330305.7445	996.0380
1	6537061.4920	330270.1195	803.5259
1	6537072.4920	330261.7135	707.2028
2	6536954.9920	330272.8695	1138.9895
2	6536970.9920	330260.6505	1003.1094
2	6537023.4920	330220.4325	803.5259
2	6537034.4920	330212.0575	707.2028
3	6536942.9920	330203.4005	1129.9979
3	6536932.9920	330211.0265	1003.1094
3	6536948.9920	330198.8075	804.8061
3	6536969.4920	330183.0265	704.1518
4	6536863.4920	330185.5885	1178.9184
4	6536875.9920	330175.9325	1118.6897
4	6536881.9920	330171.3385	1004.2676
4	6536893.9920	330162.1825	806.2082
4	6536913.9920	330146.9005	702.7863
5	6536771.4920	330177.2135	1188.8548
5	6536814.4920	330144.4005	1116.3428
5	6536829.4920	330132.9325	1003.7799
5	6536867.9920	330103.4325	808.7380
5	6536875.9920	330097.3075	702.7863
6	6536709.4920	330161.7135	1152.4312
6	6536749.4920	330131.1825	1085.8627
6	6536775.9920	330110.8075	987.7779
6	6536798.9920	330093.2765	889.2359
6	6536818.4920	330078.2445	790.4622
6	6536824.4920	330073.6505	690.9783
7	6536636.4920	330154.6195	1162.3982
7	6536684.9920	330117.4635	1069.1292
7	6536723.9920	330087.7135	974.3362
7	6536745.4920	330071.1505	877.4705
7	6536764.4920	330056.6505	780.4281
7	6536771.4920	330051.3075	680.7949
8	6536611.9920	330110.3695	1110.9783
8	6536672.4920	330064.0575	1003.6580
8	6536706.4920	330038.1195	890.3027
8	6536720.9920	330026.9325	789.9501
8	6536739.9920	330012.4005	691.2709
9	6536517.4920	330104.0575	1092.8731
9	6536590.9920	330047.8385	996.8305
9	6536641.4920	330009.1505	895.4843
9	6536677.4920	329981.6825	791.1906
9	6536716.9920	329951.3695	699.9943
10	6536310.9920	330183.4325	1113.2338
10	6536401.9920	330113.7135	1055.7179
10	6536481.4920	330052.9005	992.7157
10	6536549.9920	330000.4635	881.1586
10	6536594.4920	329966.4005	787.8744
10	6536621.4920	329945.7765	734.7324
10	6536642.4920	329929.7445	699.7047
11	6536238.9920	330206.9945	1120.4881
11	6536334.4920	330133.9635	1065.2582
11	6536421.4920	330067.2765	1004.7858
11	6536478.9920	330023.2765	932.5785
11	6536521.9920	329990.4325	856.1345
11	6536563.4920	329958.6195	779.7210
11	6536605.4920	329926.5885	703.4264
12	6536157.9920	330206.0265	1124.0542
12	6536354.4920	330055.6195	1010.6379
12	6536438.9920	329990.9945	916.9422
12	6536483.4920	329956.9005	828.7634
12	6536520.4920	329928.6825	777.0601
12	6536538.9920	329914.4005	745.8515
12	6536553.9920	329902.9635	707.5015
13	6536117.9920	330157.9005	1110.8259
13	6536203.4920	330092.4945	1069.6778
13	6536316.4920	330005.9945	1010.6379
13	6536393.9920	329946.6825	919.1673
13	6536458.4920	329897.3385	804.3184
13	6536475.4920	329884.3695	752.0329
13	6536490.9920	329872.4005	721.1017
14	6536079.9920	330108.3385	1109.7286
14	6536187.4920	330026.1505	1058.2783
14	6536286.4920	329950.3075	1002.0121
14	6536344.9920	329905.5265	927.0616
14	6536387.9920	329872.7135	848.0878
14	6536444.4920	329829.4635	773.2745
14	6536517.9920	329773.2135	703.7281
15	6536041.9920	330058.6505	1110.8259
15	6536127.4920	329993.2445	1069.6778
15	6536238.4920	329908.2445	1007.2851
15	6536306.9920	329855.8385	919.6854
15	6536373.4920	329804.9635	797.3110
15	6536441.9920	329752.5265	744.5622
15	6536480.9920	329722.7765	704.3926
16	6536003.9920	330009.0265	1110.8259
16	6536103.4920	329932.9635	1062.5455
16	6536195.4920	329862.4635	1009.5711
16	6536252.9920	329818.4325	941.0824
16	6536295.9920	329785.6195	871.4965
16	6536351.4920	329743.1195	798.4754
16	6536438.9920	329676.2135	732.7847
17	6535965.9920	329959.3695	1110.8259
17	6536051.4920	329893.9945	1069.6778
17	6536162.4920	329808.9945	1007.2851
17	6536230.9920	329756.5885	919.6854
17	6536303.4920	329701.0885	800.5754
17	6536326.4920	329683.5575	762.8289
18	6535943.4920	329929.5265	1110.8259
18	6536028.4920	329864.3695	1069.6778
18	6536139.9920	329779.1195	1007.2851
18	6536208.4920	329726.7135	919.6854
18	6536280.9920	329671.2445	800.5754
18	6536303.4920	329653.9325	762.8289
