# Case1_F136_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533449.9920	331633.2135	1198.2732
1	6533262.9920	331776.1825	1306.7517
1	6533039.9920	331946.9325	1366.0354
1	6532913.9920	332043.4005	1417.7296
2	6533363.9920	331572.9325	1115.6417
2	6533261.9920	331651.0575	1215.7992
2	6533141.9920	331742.9325	1298.9488
2	6532977.9920	331868.3695	1368.5043
2	6532818.4920	331990.5265	1441.7784
3	6533405.4920	331415.2445	866.6803
3	6533289.4920	331504.0575	1105.4309
3	6533206.9920	331567.1505	1192.2686
3	6533048.4920	331688.5575	1301.4482
3	6532905.4920	331797.9635	1369.9369
3	6532735.4920	331927.9945	1448.2402
4	6533375.9920	331343.4635	774.8960
4	6533292.4920	331407.3385	978.1767
4	6533208.9920	331471.1825	1082.3575
4	6533072.4920	331575.7765	1238.5678
4	6532956.9920	331664.0885	1298.4611
4	6532844.9920	331749.8385	1356.1599
4	6532668.4920	331884.9635	1460.8894
5	6533318.4920	331293.0265	710.6471
5	6533280.4920	331322.0265	856.6831
5	6533204.4920	331380.3075	997.5010
5	6533101.9920	331458.6505	1131.6743
5	6532958.9920	331568.0885	1250.5465
5	6532773.4920	331710.0575	1345.4309
5	6532621.9920	331826.1195	1460.9504
6	6533292.4920	331218.3695	650.8635
6	6533251.9920	331249.4005	759.1470
6	6533200.4920	331288.8695	923.9523
6	6533099.9920	331365.7135	1078.6386
6	6532958.4920	331474.1195	1219.4568
6	6532781.4920	331609.4635	1308.7634
6	6532573.9920	331768.2445	1449.6118
7	6533234.9920	331167.9325	653.1949
7	6533182.4920	331208.1195	782.0161
7	6533122.9920	331253.6825	920.5694
7	6533034.9920	331321.1195	1085.9237
7	6532923.4920	331406.3695	1198.0598
7	6532734.9920	331550.6505	1308.7939
7	6532539.4920	331700.2765	1431.2018
8	6533203.4920	331097.6505	607.5300
8	6533174.9920	331119.5265	672.9006
8	6533115.9920	331164.5575	802.3220
8	6533072.4920	331197.9005	912.6750
8	6532995.9920	331256.4325	1101.5295
8	6532867.9920	331354.4005	1201.4736
8	6532753.9920	331441.6825	1268.6212
8	6532525.4920	331616.4635	1426.5688
9	6533185.4920	331016.7765	513.4197
9	6533128.9920	331060.0265	662.5313
