# Case2_F008_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6540110.9920	324412.7445	749.4070
1	6540148.4920	324462.1825	785.6686
1	6540224.9920	324561.9005	833.5939
2	6540123.9920	324306.6195	747.0147
2	6540170.4920	324367.3385	793.4641
2	6540252.4920	324474.2445	857.4613
3	6540160.9920	324231.5885	744.4266
3	6540204.4920	324288.1505	795.5667
3	6540283.4920	324391.2135	876.0797
4	6540179.9920	324132.8695	756.7911
4	6540235.9920	324206.3695	811.6745
4	6540313.4920	324307.4635	872.3325
5	6540219.4920	324061.0885	761.4622
5	6540261.4920	324115.6825	807.6163
5	6540349.4920	324231.1825	874.8450
6	6540247.4920	323974.5575	774.9853
6	6540316.4920	324064.3385	827.4080
6	6540384.9920	324153.8075	874.5582
7	6540280.9920	323915.4635	781.4129
7	6540345.4920	323999.4945	828.8777
7	6540416.4920	324092.5575	869.2620
8	6540333.9920	323861.4635	790.2122
8	6540394.4920	323940.1825	833.2604
8	6540461.4920	324027.9945	863.8048
9	6540414.9920	323864.2765	815.3296
9	6540461.4920	323924.9635	838.4789
9	6540511.4920	323990.0265	863.8048
10	6540434.9920	323849.0885	815.3296
10	6540481.4920	323909.7765	838.4789
10	6540530.9920	323974.8385	863.8048
