# Case2_F139_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6537410.9920	329850.8695	705.2609
1	6537421.9920	329865.1825	787.7205
1	6537449.4920	329900.7445	872.5578
2	6537388.4920	329862.4635	716.1375
2	6537402.9920	329881.3385	782.7699
2	6537442.4920	329932.7135	913.1862
3	6537370.4920	329880.1195	711.2862
3	6537395.9920	329912.9325	810.3129
3	6537424.9920	329950.9005	908.6580
4	6537353.9920	329899.7135	708.4111
4	6537374.4920	329926.2445	786.7927
4	6537406.9920	329968.6195	902.3630
5	6537341.4920	329924.0885	714.6372
5	6537362.4920	329951.9325	802.6508
5	6537386.9920	329984.0265	890.1240
6	6537329.4920	329949.5575	719.2998
6	6537346.9920	329972.3385	801.6279
6	6537367.4920	329999.5265	876.9243
7	6537311.4920	329988.1825	707.7143
7	6537326.9920	330007.9635	784.2558
7	6537340.9920	330026.6195	851.7298
