# Case2_F010_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6539753.9920	324316.5885	734.5843
1	6539729.4920	324284.7445	795.9806
1	6539701.4920	324248.1195	862.8279
2	6539786.9920	324256.9325	735.5978
2	6539763.4920	324225.9635	809.7981
2	6539743.4920	324199.8695	863.8521
3	6539826.9920	324185.9635	745.7101
3	6539803.9920	324155.4635	816.8762
3	6539798.4920	324148.2765	864.7924
4	6539867.9920	324136.5885	754.2266
4	6539861.4920	324127.9635	817.3020
4	6539858.4920	324124.2765	850.5853
5	6539939.4920	324106.4945	754.6691
5	6539925.9920	324088.4635	837.3033
5	6539915.9920	324075.6825	867.8684
6	6540041.9920	324075.8695	751.4196
6	6540030.4920	324060.7765	814.4987
6	6540006.9920	324030.4945	901.8049
7	6540097.9920	324046.3385	746.6611
7	6540087.4920	324032.4945	804.7476
7	6540074.9920	324016.1195	897.2085
8	6540163.9920	324029.8695	746.9223
8	6540148.4920	324009.5885	820.6252
8	6540137.4920	323995.3385	884.0847
9	6540223.4920	324024.9635	752.2222
9	6540211.4920	324009.4325	818.5831
9	6540193.4920	323986.0885	882.9716
