# Case1_F018_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536030.4920	329185.9635	662.3057
1	6535961.9920	329238.4005	786.7375
1	6535818.9920	329347.8075	1044.8670
2	6536014.9920	329134.9325	653.0367
2	6535948.4920	329185.8075	783.8751
2	6535788.9920	329307.9635	1044.8670
3	6535989.4920	329091.4325	654.8107
3	6535883.4920	329172.6195	854.8543
3	6535756.4920	329269.8385	1050.3227
4	6535969.9920	329059.2135	654.3016
4	6535865.4920	329139.1195	856.9270
4	6535736.4920	329237.8385	1053.8891
5	6535952.4920	329041.0265	658.3707
5	6535896.9920	329083.5265	771.0616
5	6535812.4920	329148.1505	920.6913
5	6535716.4920	329221.6825	1056.3275
