# Case1_F020_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536634.4920	329919.9635	793.4888
1	6536655.4920	329903.9635	884.9686
1	6536658.4920	329901.6505	966.4418
1	6536683.4920	329882.5885	1043.8612
1	6536774.4920	329812.8385	1171.5727
2	6536600.4920	329914.5575	799.9049
2	6536621.4920	329898.5265	892.1010
2	6536631.4920	329890.9005	984.9737
2	6536665.9920	329864.4325	1075.4995
2	6536712.9920	329828.5575	1163.9222
3	6536557.9920	329899.9005	805.3242
3	6536578.9920	329883.9005	891.8267
3	6536591.4920	329874.2135	978.8777
3	6536617.4920	329854.3695	1064.6486
3	6536645.4920	329832.9945	1155.4182
4	6536523.9920	329894.4635	808.2198
4	6536545.9920	329877.6825	893.0763
4	6536561.4920	329865.7135	978.3595
4	6536582.4920	329849.6825	1063.2770
4	6536606.4920	329831.3695	1147.8592
5	6536483.4920	329878.2765	806.6044
5	6536503.9920	329862.4945	888.7177
5	6536521.9920	329848.7445	970.3128
5	6536536.9920	329837.3075	1044.5318
5	6536564.4920	329816.1825	1140.3306
6	6536452.9920	329869.9945	794.2691
6	6536466.9920	329859.3075	880.3052
6	6536488.9920	329842.5265	965.6798
6	6536510.9920	329825.7135	1051.0240
6	6536537.4920	329805.3695	1135.9110
7	6536416.4920	329850.8075	781.5620
7	6536423.4920	329845.4635	881.3110
7	6536450.4920	329824.8695	972.1111
7	6536489.9920	329794.5885	1080.6202
7	6536511.9920	329777.7765	1134.3870
8	6536379.9920	329831.5885	777.9989
8	6536379.9920	329831.5885	878.0192
8	6536405.4920	329811.9945	971.4711
8	6536456.4920	329773.0885	1060.9605
8	6536519.9920	329724.4635	1145.9999
9	6536350.9920	329822.3075	781.6443
9	6536346.9920	329825.3695	837.6941
9	6536351.9920	329821.5265	895.6671
9	6536379.4920	329800.4005	984.1508
9	6536428.9920	329762.4945	1055.4131
9	6536471.9920	329729.6825	1119.1469
9	6536549.9920	329669.8695	1151.2120
10	6536335.4920	329802.5265	760.3692
10	6536332.4920	329804.8075	825.3496
10	6536340.4920	329798.7135	900.2087
10	6536354.4920	329788.0265	957.9379
10	6536393.9920	329757.7445	1022.5861
10	6536448.4920	329716.0265	1083.1195
10	6536535.9920	329649.0885	1126.1574
11	6536305.9920	329778.0575	721.3364
11	6536301.9920	329781.1195	760.6100
11	6536301.9920	329781.1195	827.2699
11	6536315.9920	329770.4325	896.3682
11	6536348.4920	329745.4635	978.9996
11	6536410.9920	329697.6505	1042.0019
11	6536507.4920	329623.8695	1101.2552
12	6536280.9920	329749.8385	716.9991
12	6536279.9920	329750.6195	788.4078
12	6536291.9920	329741.4325	859.4873
12	6536311.9920	329726.1825	929.8963
12	6536349.4920	329697.4325	997.4705
12	6536411.9920	329649.5885	1057.2115
12	6536492.4920	329588.0265	1108.6618
13	6536245.4920	329713.9945	716.6516
13	6536250.4920	329710.1825	782.1076
13	6536265.4920	329698.7135	848.6974
13	6536287.4920	329681.9325	920.1122
13	6536314.9920	329660.8075	974.5495
13	6536367.9920	329620.3385	1037.7042
13	6536457.9920	329551.4005	1115.6113
14	6536200.4920	329685.5575	709.2572
14	6536210.4920	329677.9005	769.4035
14	6536226.9920	329665.1825	839.4314
14	6536256.9920	329642.2765	907.1276
14	6536298.4920	329610.4635	972.4159
14	6536354.4920	329567.7445	1033.7723
14	6536427.4920	329511.7445	1088.1487
15	6536119.4920	329684.6195	695.3187
15	6536162.9920	329651.2765	781.5285
15	6536198.9920	329623.8075	857.7195
15	6536302.9920	329544.1505	998.4154
15	6536386.4920	329480.2765	1057.8515
