# Case2_F003_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6541454.9920	324729.7765	741.1146
1	6541465.9920	324744.1195	813.5109
1	6541485.9920	324770.2135	883.6617
1	6541513.9920	324806.9945	950.0091
2	6541475.4920	324694.4325	749.9331
2	6541486.4920	324708.9945	821.0678
2	6541512.4920	324742.7135	889.6391
2	6541547.9920	324789.4005	955.2450
3	6541483.4920	324663.9005	758.2487
3	6541496.9920	324681.6195	831.8068
3	6541530.9920	324725.9635	903.2808
3	6541568.9920	324775.5265	958.5704
4	6541484.9920	324624.9945	768.5397
4	6541503.9920	324649.4635	836.2304
4	6541536.4920	324691.8385	900.4412
4	6541583.9920	324754.2445	958.2330
5	6541495.9920	324577.6195	775.2215
5	6541513.9920	324601.2445	824.5578
5	6541544.9920	324641.2765	889.3748
5	6541607.4920	324723.4945	956.6894
6	6541499.9920	324541.6505	770.0381
6	6541525.9920	324575.4005	836.6946
6	6541563.9920	324624.9635	899.4077
6	6541619.4920	324697.4945	953.1388
7	6541514.4920	324498.9945	765.2506
7	6541536.9920	324528.5575	826.3936
7	6541589.9920	324597.5885	905.2610
7	6541641.9920	324665.3075	950.8571
8	6541532.9920	324461.6505	770.3395
8	6541560.4920	324497.0885	839.3211
8	6541607.9920	324559.3075	900.7844
8	6541669.4920	324639.9635	953.4948
9	6541540.9920	324430.8385	774.2410
9	6541567.4920	324465.1825	840.5531
9	6541621.4920	324535.9945	903.5307
9	6541688.9920	324624.3385	957.3579
10	6541542.4920	324391.4325	767.7725
10	6541579.4920	324440.0575	842.2700
10	6541637.9920	324516.2135	907.7308
10	6541711.4920	324612.2445	962.3389
11	6541555.9920	324347.6195	760.9300
11	6541590.9920	324393.1195	826.3305
11	6541667.9920	324493.6195	913.8022
11	6541741.9920	324590.5575	966.0697
12	6541572.4920	324327.9005	760.3994
12	6541614.4920	324383.0265	839.1516
12	6541678.4920	324466.5265	908.0024
12	6541756.9920	324569.3385	966.1041
13	6541598.9920	324300.7765	760.2031
13	6541636.4920	324350.1505	834.8155
13	6541702.4920	324435.9325	904.5564
13	6541780.9920	324538.4005	965.0797
14	6541618.4920	324264.4945	758.0713
14	6541665.4920	324325.7445	834.4095
14	6541728.4920	324408.4945	902.8193
14	6541803.4920	324506.2135	963.3051
15	6541628.4920	324236.4635	754.3872
15	6541678.4920	324301.8695	826.4158
15	6541744.4920	324388.4325	901.4065
15	6541814.9920	324480.5885	961.0155
16	6541654.4920	324208.7765	747.9269
16	6541704.4920	324274.1195	823.4419
16	6541763.9920	324351.9325	894.3958
16	6541835.4920	324445.4945	957.7651
17	6541671.4920	324190.2135	740.5111
17	6541717.9920	324250.6195	817.6382
17	6541775.4920	324325.6825	889.7248
17	6541845.4920	324417.3695	954.2102
18	6541704.9920	324151.7445	723.9300
18	6541756.4920	324218.9945	827.6046
18	6541810.9920	324290.2765	895.6638
18	6541864.4920	324360.1505	946.6124
