# Case1_F045_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535276.9920	329221.1505	640.9724
1	6535288.4920	329236.2135	670.5006
1	6535310.9920	329265.5265	708.4674
2	6535251.4920	329249.7445	637.3742
2	6535263.9920	329265.7135	673.7616
2	6535277.9920	329284.2765	705.6587
2	6535284.9920	329293.4635	733.3358
3	6535231.4920	329264.8695	633.9038
3	6535242.9920	329279.8075	671.7274
3	6535256.9920	329298.2135	708.9539
3	6535272.4920	329318.3695	745.6726
4	6535210.9920	329279.0885	631.0463
4	6535223.4920	329295.4945	674.9190
4	6535239.4920	329316.2765	720.0185
4	6535261.4920	329344.8695	756.7701
5	6535180.9920	329301.4325	631.8275
5	6535194.9920	329319.7765	678.8457
5	6535214.4920	329345.0885	724.5774
5	6535240.9920	329379.9325	767.9359
6	6535163.4920	329319.4945	634.2430
6	6535174.9920	329334.5885	674.8345
6	6535193.4920	329358.8385	715.9765
6	6535231.4920	329408.4325	777.5785
7	6535149.4920	329363.3695	639.0823
7	6535160.4920	329377.6505	690.0572
7	6535183.9920	329408.2765	738.2239
7	6535215.9920	329449.8075	783.3280
8	6535150.4920	329405.8385	644.6187
8	6535154.9920	329411.3695	690.1739
8	6535168.4920	329428.9325	729.7721
8	6535211.9920	329486.0265	786.8189
