# Case2_F126_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536477.9920	328796.2765	621.3506
1	6536505.4920	328831.9005	728.9930
1	6536540.9920	328877.9635	835.1438
1	6536578.9920	328927.6825	940.5762
1	6536628.9920	328993.0265	1042.7981
2	6536516.4920	328743.5575	629.2239
2	6536542.4920	328777.1505	726.2175
2	6536577.4920	328823.0575	827.6302
2	6536612.4920	328869.2135	945.0345
2	6536671.4920	328946.2135	1056.4117
3	6536573.4920	328673.6825	628.5429
3	6536604.4920	328714.6195	734.0289
3	6536647.4920	328770.4325	841.2996
3	6536687.9920	328823.8695	953.2245
3	6536736.4920	328887.0575	1063.1252
4	6536627.4920	328600.7135	617.7948
4	6536653.9920	328635.1825	703.1487
4	6536698.4920	328693.1195	807.4079
4	6536752.4920	328764.1505	933.5935
4	6536799.4920	328825.2445	1061.6987
5	6536673.9920	328476.3695	531.9525
5	6536710.4920	328524.1505	660.6893
5	6536756.4920	328584.2135	792.7500
5	6536801.4920	328643.1825	925.0036
5	6536861.4920	328721.0265	1035.0845
6	6536715.4920	328427.9005	504.7430
6	6536748.9920	328471.6505	639.5868
6	6536790.9920	328526.2135	779.4686
6	6536842.4920	328593.5575	922.4210
6	6536890.4920	328656.0885	1062.9719
7	6536752.4920	328372.9005	476.6306
7	6536788.9920	328421.2135	630.1032
7	6536829.9920	328474.2135	790.6572
7	6536872.4920	328530.3075	930.0328
7	6536922.4920	328595.0575	1069.5675
8	6536800.4920	328332.9325	474.6494
8	6536829.4920	328370.7445	624.0106
8	6536868.9920	328422.8075	771.8212
8	6536909.9920	328476.3075	919.4239
8	6536964.9920	328547.8385	1064.1387
9	6536848.4920	328292.7445	478.2531
9	6536863.9920	328313.2445	599.5137
9	6536916.4920	328381.9945	785.3193
9	6536944.9920	328419.1505	898.3695
9	6537007.4920	328500.6825	1055.0245
10	6536893.4920	328228.2445	485.5695
10	6536914.4920	328255.6505	625.8561
10	6536948.4920	328300.4945	764.4578
10	6536989.4920	328353.9945	901.8665
10	6537045.4920	328427.2765	1035.8596
11	6536948.9920	328156.7135	492.6583
11	6536966.4920	328179.9635	603.3015
11	6537003.9920	328228.7135	787.0386
11	6537044.9920	328282.1825	903.0689
11	6537091.9920	328344.1195	1017.6721
12	6537047.9920	328080.7445	492.6583
12	6537065.9920	328104.0265	603.3015
12	6537082.9920	328126.1825	695.4162
12	6537102.9920	328152.7765	787.0386
12	6537175.4920	328247.4945	1019.5884
13	6537216.9920	327992.8075	501.2917
13	6537220.9920	327998.2445	599.6149
13	6537237.4920	328020.1505	676.3466
13	6537259.9920	328049.0265	775.2063
13	6537287.9920	328086.2135	913.9000
13	6537319.4920	328126.9005	1042.7627
