# Case1_F044_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535415.4920	329326.0885	642.5120
1	6535383.4920	329350.5265	698.1289
1	6535337.9920	329385.4005	741.2216
2	6535377.4920	329276.4635	642.5120
2	6535345.4920	329300.8695	698.1289
2	6535299.9920	329335.7445	741.2216
3	6535338.4920	329227.6505	644.7858
3	6535295.9920	329260.2135	703.6915
3	6535246.9920	329297.6195	750.1706
4	6535279.4920	329194.0265	633.5417
4	6535244.9920	329220.4945	697.9186
4	6535181.4920	329269.1195	752.5602
5	6535237.4920	329147.4325	618.3047
5	6535198.9920	329176.9325	694.5749
5	6535135.4920	329225.5575	753.1058
6	6535196.9920	329099.9005	623.7423
6	6535151.9920	329134.2445	694.1360
6	6535094.4920	329178.2765	753.1451
7	6535156.9920	329051.8075	602.2386
7	6535113.9920	329084.6195	694.1360
7	6535056.4920	329128.6195	753.1451
