# Case1_F075_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534230.9920	330281.1825	604.4850
1	6534244.4920	330298.6195	854.2143
1	6534275.9920	330339.7765	1054.3159
2	6534294.9920	330261.9635	622.9742
2	6534320.9920	330295.6505	844.0644
2	6534359.9920	330346.5885	1063.9476
3	6534359.4920	330243.4945	637.1109
3	6534382.4920	330273.5575	786.9935
3	6534439.9920	330348.4635	1070.0436
4	6534422.9920	330223.4325	633.8495
4	6534449.9920	330258.8075	849.3070
4	6534497.9920	330321.2765	1062.5760
5	6534481.9920	330197.7765	630.2590
5	6534492.9920	330212.1505	789.0723
5	6534551.9920	330289.1825	1051.1155
6	6534542.9920	330174.8385	637.8790
6	6534550.4920	330184.5265	828.4586
6	6534582.4920	330226.4005	1048.2198
7	6534572.9920	330152.0575	645.6636
7	6534578.4920	330159.3385	834.7070
7	6534598.4920	330185.5885	1023.1348
8	6534635.4920	330130.7765	640.6862
8	6534632.9920	330127.5265	853.8482
8	6534640.4920	330137.3385	1039.8074
9	6534674.9920	330079.7765	661.6138
9	6534677.9920	330083.4635	834.7070
9	6534696.9920	330108.6195	1066.8127
