# Case1_F090_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532109.9920	328661.2445	668.1204
1	6532089.9920	328634.9005	751.5026
1	6532067.4920	328605.5885	822.5190
1	6532034.9920	328563.0265	896.5270
1	6531979.9920	328491.0265	969.0229
2	6532130.4920	328646.6825	667.1606
2	6532111.4920	328621.7445	746.2124
2	6532085.4920	328588.0265	824.0238
2	6532049.4920	328541.1195	899.1964
2	6531999.4920	328475.8385	969.0229
3	6532150.4920	328631.8385	666.7375
3	6532131.4920	328606.6195	745.7699
3	6532104.4920	328571.3385	823.3124
3	6532066.4920	328522.1825	897.9605
3	6532019.4920	328460.6505	969.0229
4	6532179.9920	328608.4325	668.2079
4	6532159.4920	328581.5265	748.9197
4	6532133.4920	328547.7135	818.2944
4	6532092.9920	328494.6195	894.1370
4	6532049.4920	328437.8385	969.0229
5	6532204.9920	328579.4945	679.3142
5	6532183.9920	328551.9945	754.3872
5	6532155.4920	328515.0265	827.9084
5	6532118.9920	328467.1195	899.0099
5	6532078.9920	328415.0575	969.0229
6	6532217.9920	328555.4635	695.1376
6	6532199.4920	328531.0265	754.8166
6	6532171.4920	328494.5265	828.3727
6	6532142.4920	328456.6505	894.1370
6	6532098.9920	328399.8695	969.0229
