# Case2_F111_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538547.9920	327700.1195	1031.4314
1	6538479.9920	327752.1825	954.3547
1	6538444.9920	327778.9005	860.8729
1	6538377.9920	327830.2135	696.3906
1	6538343.4920	327856.5885	564.3739
2	6538568.4920	327605.7445	1115.1327
2	6538470.9920	327680.2445	996.9237
2	6538393.9920	327739.3385	850.3710
2	6538334.4920	327784.7135	698.3603
2	6538292.9920	327816.4005	555.0930
3	6538558.9920	327581.5885	1129.1161
3	6538468.4920	327650.7445	999.5316
3	6538378.4920	327719.5575	852.1742
3	6538315.4920	327767.8385	699.5779
3	6538276.4920	327797.6505	545.1437
4	6538542.9920	327514.9325	1132.1619
4	6538464.9920	327574.6505	1040.8757
4	6538396.4920	327627.3075	942.8216
4	6538304.9920	327697.0575	787.8013
4	6538256.9920	327734.0265	660.2559
4	6538231.9920	327753.1195	556.6414
5	6538508.9920	327462.4635	1140.7488
5	6538372.9920	327566.5885	957.1549
5	6538286.9920	327632.2765	824.5361
5	6538227.4920	327677.8075	686.6242
5	6538182.4920	327712.2765	546.5577
6	6538439.4920	327436.8385	1119.6572
6	6538375.4920	327485.9635	1030.0382
6	6538313.9920	327532.9005	941.8103
6	6538228.9920	327597.7765	787.8013
6	6538180.9920	327634.7445	660.2559
6	6538143.9920	327662.9635	545.2781
7	6538390.9920	327395.2445	1137.5450
7	6538291.4920	327471.4945	993.1113
7	6538215.9920	327528.9945	849.3341
7	6538157.9920	327573.4635	720.1776
7	6538107.9920	327611.7135	578.7254
7	6538084.4920	327629.8695	527.0861
8	6538320.4920	327370.3075	1130.6111
8	6538247.4920	327426.3075	1006.1869
8	6538190.4920	327470.0575	902.9449
8	6538124.9920	327520.0575	758.3426
8	6538074.4920	327558.6825	619.4297
8	6538041.9920	327583.5575	517.5675
9	6538281.4920	327352.9325	1132.6033
9	6538205.4920	327411.2765	996.1876
9	6538133.9920	327466.1825	858.8881
9	6538083.9920	327504.0885	731.2388
9	6538039.4920	327538.3385	601.6824
9	6538013.9920	327557.7765	524.6227
10	6538189.4920	327329.2135	1103.7890
10	6538088.4920	327406.5265	904.2366
10	6538007.9920	327468.0265	701.2745
10	6537982.4920	327487.3695	612.6226
10	6537961.9920	327503.0575	523.4446
11	6538098.9920	327319.6825	1048.6514
11	6537981.4920	327409.4945	792.8539
11	6537935.9920	327444.4325	642.1858
11	6537924.9920	327452.7765	577.5282
11	6537915.9920	327459.5885	522.9283
12	6537999.4920	327317.1195	983.3577
12	6537950.4920	327354.4325	869.8402
12	6537906.4920	327388.0575	755.6299
12	6537875.4920	327412.0575	639.8218
12	6537859.9920	327423.8385	522.8652
13	6537920.4920	327298.7135	912.1907
13	6537846.4920	327355.4005	758.4444
13	6537828.4920	327369.1195	693.4819
13	6537814.4920	327380.1195	628.2250
13	6537806.9920	327385.7765	562.5503
14	6537844.4920	327262.4945	873.7203
14	6537765.4920	327322.9005	700.5652
14	6537752.9920	327332.6825	644.9330
