# Case2_F016_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6540757.9920	325710.7445	713.2876
1	6540804.4920	325771.3075	864.7921
1	6540908.9920	325908.2445	1125.0707
2	6540728.4920	325733.5265	713.2876
2	6540774.4920	325794.1195	864.7921
2	6540879.4920	325931.0265	1125.0707
3	6540689.9920	325786.1825	713.7499
3	6540731.4920	325840.6195	869.8920
3	6540829.9920	325968.9945	1125.0707
4	6540609.4920	325866.1195	696.4287
4	6540644.4920	325912.0885	859.9509
4	6540694.9920	325977.6505	987.1972
4	6540751.9920	326052.6505	1112.6574
5	6540559.9920	325904.1195	696.4287
5	6540597.4920	325953.5885	864.6866
5	6540644.9920	326015.6195	987.1972
5	6540702.4920	326090.6195	1112.6574
6	6540539.9920	325960.5885	692.2850
6	6540571.4920	326001.7445	858.6281
6	6540612.4920	326055.1195	977.9432
6	6540674.9920	326137.1825	1114.9867
7	6540525.4920	326003.5265	701.4836
7	6540547.9920	326032.6195	867.8172
7	6540582.4920	326077.9005	977.9432
7	6540645.4920	326159.9945	1114.9867
8	6540480.9920	326027.6195	693.8303
8	6540513.4920	326069.7765	879.1442
8	6540550.9920	326118.4945	980.1835
8	6540613.9920	326200.9005	1116.0886
9	6540442.9920	326080.2445	688.8432
9	6540482.4920	326132.3075	885.3719
9	6540515.9920	326175.9325	987.5630
9	6540563.9920	326238.8695	1116.0886
10	6540406.9920	326115.4325	680.2816
10	6540436.4920	326154.4945	827.4561
10	6540485.4920	326218.4005	988.9511
10	6540539.9920	326289.4635	1108.0931
11	6540366.9920	326145.8075	680.2816
11	6540394.4920	326181.8385	828.0261
11	6540445.9920	326248.8075	988.9511
11	6540500.4920	326319.8695	1108.0931
12	6540327.4920	326176.1825	680.2816
12	6540354.9920	326212.2135	828.0261
12	6540405.9920	326279.1825	988.9511
12	6540460.4920	326350.2445	1108.0931
