# Case1_F104_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533303.9920	329892.4325	489.5081
1	6533326.9920	329922.5575	549.3192
1	6533360.4920	329966.2445	640.8264
2	6533338.9920	329835.0575	481.4035
2	6533369.4920	329875.0575	567.3054
2	6533403.4920	329919.6505	652.3540
3	6533363.4920	329784.8075	471.0616
3	6533396.4920	329827.8385	569.2257
3	6533437.4920	329881.4945	665.3720
4	6533386.4920	329732.5575	452.4352
4	6533427.9920	329786.9635	575.6356
4	6533473.4920	329846.3695	683.3674
5	6533405.4920	329695.9325	450.6552
5	6533443.9920	329746.2445	569.5640
5	6533495.9920	329814.2445	685.1200
6	6533433.9920	329650.8695	452.3926
6	6533469.4920	329697.3695	561.4167
6	6533526.9920	329772.4635	681.9989
7	6533445.4920	329604.3075	446.9336
7	6533491.4920	329664.4005	551.7667
7	6533549.4920	329740.0885	680.5572
8	6533468.9920	329552.7445	481.5224
8	6533522.9920	329623.0885	582.0304
8	6533582.9920	329701.6825	694.4987
9	6533503.4920	329515.2765	517.3852
9	6533548.4920	329574.1825	589.4126
9	6533601.9920	329644.2445	685.0194
