# Case1_F003_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536162.9920	328045.5575	568.4119
1	6536118.4920	328079.6825	672.5583
1	6536043.9920	328136.9325	822.5580
2	6536129.4920	327992.7765	570.7351
2	6536099.9920	328015.3385	675.4124
2	6536030.9920	328068.1505	827.0830
3	6536136.9920	327923.9325	575.2443
3	6536110.9920	327943.9005	650.9638
3	6536070.4920	327974.7135	737.1739
3	6536018.9920	328014.4005	835.1484
4	6536132.9920	327863.9005	577.7912
4	6536099.9920	327889.3075	678.5875
4	6536043.9920	327932.1195	769.9396
4	6535995.4920	327969.4325	873.9086
5	6536101.4920	327809.4325	597.4496
5	6536067.4920	327835.3075	681.1341
5	6536013.4920	327876.8385	780.0919
5	6535944.4920	327929.6195	881.1623
6	6536064.4920	327759.1195	600.8119
6	6536027.4920	327787.3695	699.8139
6	6535971.9920	327829.9945	795.5246
6	6535902.4920	327882.8385	887.8633
7	6536030.4920	327706.2445	587.6256
7	6535993.9920	327734.2765	693.3768
7	6535931.4920	327782.0575	801.7773
7	6535864.9920	327832.9325	888.1599
8	6535977.9920	327667.8385	586.7785
8	6535942.9920	327694.6195	693.1512
8	6535890.9920	327734.2445	783.5191
8	6535829.4920	327781.6195	871.4416
9	6535927.9920	327627.5575	600.5299
9	6535906.4920	327643.6825	654.8926
9	6535864.9920	327675.4325	734.0969
9	6535793.9920	327729.9945	850.7871
10	6535901.9920	327616.0265	610.6371
10	6535874.4920	327636.9635	685.6687
10	6535827.9920	327672.2765	767.2553
10	6535778.9920	327709.9005	848.1701
