# Case2_F159_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534839.4920	326099.3695	899.9386
1	6534818.4920	326115.4005	979.5788
2	6534841.4920	326050.6825	896.0283
2	6534802.4920	326080.4945	987.2277
3	6534821.9920	326018.2135	896.3328
3	6534803.4920	326032.5575	984.5467
4	6534809.4920	325980.6505	893.5951
4	6534783.4920	326000.4325	986.1000
5	6534780.9920	325939.5885	900.7031
5	6534761.4920	325954.4005	982.2415
6	6534768.9920	325901.5885	896.7794
6	6534752.9920	325913.4945	982.8800
7	6534755.4920	325864.6825	891.0589
7	6534739.9920	325876.4005	991.3706
8	6534734.9920	325833.0265	898.0156
8	6534707.9920	325853.4945	1009.2523
9	6534718.9920	325798.0575	888.6555
9	6534687.4920	325822.2445	1013.6469
10	6534695.9920	325768.2765	888.6555
10	6534681.4920	325779.5265	993.8940
