# Case1_F158_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531784.9920	331286.0575	698.0954
1	6531613.4920	331417.3385	882.4693
1	6531443.4920	331547.3695	1023.1957
1	6531249.9920	331695.4635	1233.4777
2	6531771.4920	331138.9325	611.3034
2	6531686.9920	331203.5575	712.9057
2	6531537.4920	331318.0885	882.4693
2	6531367.4920	331448.0885	1023.1957
2	6531261.4920	331529.2765	1151.9130
2	6531165.9920	331602.3075	1284.3184
3	6531756.4920	331071.7445	597.1911
3	6531689.9920	331122.6505	663.2384
3	6531456.4920	331301.2765	879.2384
3	6531333.4920	331395.4325	978.5729
3	6531206.4920	331492.6195	1120.7014
4	6531754.9920	330994.1505	515.2665
4	6531663.9920	331063.9005	668.5358
4	6531448.4920	331228.7765	852.3550
4	6531317.4920	331329.0265	938.8879
4	6531188.4920	331427.7765	1073.0916
5	6531679.4920	330973.3385	554.7355
5	6531611.9920	331024.9945	678.2620
5	6531438.4920	331157.8385	855.5249
5	6531306.4920	331258.8695	954.6461
