# Case2_F120_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6539027.9920	328130.4945	521.9313
1	6539027.9920	328128.4005	560.7242
1	6539027.9920	328127.5885	610.0949
1	6539028.9920	328118.4325	648.8274
2	6538861.9920	328176.9005	524.0436
2	6538861.9920	328180.8075	559.6287
2	6538863.4920	328160.6825	606.9810
2	6538866.4920	328120.9945	648.2151
3	6538799.4920	328177.1505	520.7740
3	6538799.4920	328181.6825	566.0481
3	6538799.4920	328179.0885	608.4624
3	6538803.4920	328126.3695	637.3623
4	6538754.9920	328176.7135	522.5068
4	6538756.4920	328157.1825	571.5681
4	6538758.4920	328133.1505	624.0779
4	6538758.4920	328130.2135	660.0142
5	6538719.4920	328175.8385	517.9034
5	6538720.9920	328156.8695	554.4346
5	6538721.9920	328146.4635	613.3855
5	6538722.9920	328128.7765	677.3973
6	6538665.4920	328186.8695	518.4730
6	6538666.4920	328174.4005	568.4292
6	6538668.4920	328152.8075	605.2208
6	6538672.4920	328096.8075	658.6905
7	6538596.9920	328158.4005	521.3827
7	6538598.4920	328137.8385	560.1271
7	6538599.4920	328124.6825	618.3178
7	6538600.9920	328108.9005	658.5557
8	6538550.4920	328179.3385	503.5021
8	6538552.9920	328146.7135	575.5503
8	6538554.4920	328126.5885	629.7128
8	6538557.9920	328086.9005	708.2507
9	6538454.9920	328165.6195	507.7566
9	6538456.9920	328135.9005	591.8352
9	6538459.4920	328107.5265	653.4086
9	6538462.9920	328062.8385	721.8147
10	6538365.4920	328165.5575	507.4353
10	6538365.9920	328157.9635	542.2140
10	6538367.9920	328130.8695	658.2896
10	6538371.9920	328082.1825	768.2894
11	6538284.9920	328168.6505	485.1016
11	6538286.9920	328142.0265	605.9383
11	6538289.9920	328103.6195	697.2151
11	6538291.9920	328076.4945	734.7699
12	6538316.9920	328201.6505	477.8453
12	6538318.9920	328172.1195	552.9173
12	6538325.9920	328084.7135	731.5570
13	6538236.4920	328207.6825	486.1675
13	6538238.4920	328177.0575	558.0779
13	6538243.4920	328115.5265	667.3163
13	6538247.4920	328060.1825	758.7602
14	6538069.4920	328196.1505	476.7111
14	6538073.4920	328145.1825	598.7152
14	6538078.9920	328075.5265	722.3158
14	6538082.4920	328028.9325	785.2318
15	6538111.9920	328213.1825	462.1404
15	6538114.9920	328174.4635	541.0435
15	6538118.4920	328126.9945	645.2146
15	6538121.4920	328087.2765	721.6915
15	6538124.9920	328044.4325	780.7540
16	6538031.4920	328204.4005	459.6197
16	6538034.4920	328169.0575	560.8632
16	6538037.4920	328127.7445	645.7498
16	6538041.9920	328068.3385	778.3677
17	6537926.4920	328190.4005	456.7686
17	6537929.4920	328152.0575	539.9548
17	6537931.4920	328122.6505	593.8646
17	6537935.9920	328068.3075	683.7219
18	6537802.4920	328180.9005	456.7686
18	6537804.9920	328147.5265	534.5836
18	6537810.9920	328063.6505	656.7172
19	6537643.4920	328162.1195	462.2123
19	6537644.9920	328144.7445	517.7156
19	6537646.4920	328121.3695	575.9319
19	6537649.9920	328074.1195	678.0264
20	6537484.4920	328143.4945	462.1855
20	6537486.4920	328115.2765	568.0799
20	6537487.9920	328097.1505	647.5357
20	6537488.4920	328092.5885	714.9698
21	6537423.9920	328131.5265	442.1711
21	6537424.4920	328123.3075	547.4004
21	6537425.4920	328110.5265	635.9560
21	6537427.4920	328087.9005	714.9698
22	6537361.9920	328126.7765	442.1711
22	6537362.9920	328111.9635	538.8194
22	6537363.4920	328105.7445	635.9560
22	6537365.4920	328083.1505	714.9698
23	6537110.9920	328073.5885	442.3561
23	6537111.4920	328067.4635	554.3828
23	6537114.9920	328022.3385	644.4383
24	6537032.9920	328053.5575	436.4829
24	6537034.9920	328031.7445	547.2218
24	6537036.9920	328005.6195	626.6169
25	6536953.4920	327979.1195	463.5535
25	6536954.4920	327961.7445	555.6743
25	6536957.4920	327925.6195	684.9756
26	6536779.4920	327948.4635	457.1337
26	6536780.9920	327929.9635	565.8098
26	6536783.9920	327890.7135	684.4921
27	6536757.4920	327909.7765	452.9174
27	6536758.9920	327893.8075	573.1847
27	6536761.4920	327858.3695	719.1416
28	6536733.9920	327892.0885	476.5532
28	6536735.9920	327867.7135	600.2236
28	6536738.9920	327827.8695	746.9574
29	6536530.9920	327876.5885	476.5532
29	6536532.9920	327852.2135	600.2236
29	6536535.9920	327812.3385	746.9574
30	6536513.4920	327875.2445	476.5532
30	6536515.4920	327850.8695	600.2236
30	6536518.4920	327810.9945	746.9574
