# Case1_F013_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535951.4920	328994.5265	623.2943
1	6535978.4920	328973.9325	731.9039
1	6536015.9920	328945.1505	863.4802
2	6535921.4920	328938.8385	637.7845
2	6535942.4920	328922.8075	721.9643
2	6535997.9920	328880.3075	847.7220
3	6535913.4920	328866.3695	609.1911
3	6535923.4920	328858.7135	723.3938
3	6535959.9920	328830.7135	847.7220
4	6535893.4920	328802.9325	618.4327
4	6535901.9920	328796.3075	716.4349
4	6535919.9920	328782.5885	815.5655
5	6535875.9920	328753.4005	611.7789
5	6535894.4920	328739.1505	714.0669
5	6535922.4920	328717.7765	809.3171
6	6535849.9920	328725.9325	598.6268
6	6535888.4920	328696.4325	716.6273
6	6535925.4920	328668.1825	801.4137
7	6535842.9920	328699.9635	595.8805
7	6535890.4920	328663.5885	709.8637
7	6535930.9920	328632.5265	802.1360
