# Case2_F145_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536227.4920	327501.8385	581.7573
1	6536178.9920	327438.8695	707.7661
1	6536038.4920	327255.3695	842.6879
2	6536229.9920	327484.5575	620.7056
2	6536188.9920	327430.9945	718.1577
2	6536011.4920	327198.9945	880.9422
3	6536303.9920	327458.1505	634.2647
3	6536258.4920	327398.5265	723.2628
3	6536166.4920	327278.1505	815.7679
3	6536065.9920	327147.3695	903.2765
4	6536371.4920	327422.8695	649.9585
4	6536338.9920	327380.6505	710.0250
4	6536277.9920	327301.0265	778.3972
4	6536145.9920	327128.5885	899.6710
5	6536443.4920	327393.8385	642.6805
5	6536397.4920	327333.4945	727.1773
5	6536328.9920	327244.3695	801.5554
5	6536226.9920	327110.5265	879.1079
6	6536514.4920	327363.0265	633.2488
6	6536468.4920	327303.1195	724.9108
6	6536363.4920	327165.8385	832.9221
6	6536283.9920	327062.1195	898.3558
7	6536558.4920	327297.2765	660.8481
7	6536525.4920	327253.9635	739.0554
7	6536464.4920	327174.2765	810.3090
7	6536355.9920	327032.4005	896.7580
8	6536651.4920	327295.1195	650.3746
8	6536597.9920	327225.5885	744.5263
8	6536519.9920	327123.7445	827.8478
8	6536444.4920	327025.0575	886.8660
9	6536726.9920	327270.2765	645.0772
9	6536673.9920	327201.0265	731.7128
9	6536601.9920	327107.5265	821.1001
9	6536520.9920	327001.4635	897.8331
10	6536796.4920	327238.2135	648.0868
10	6536737.4920	327161.1505	747.9678
10	6536678.9920	327084.7135	819.3463
10	6536598.4920	326979.0885	890.9184
11	6536871.9920	327213.1825	644.6449
11	6536813.4920	327137.1195	737.3281
11	6536760.9920	327068.0265	806.9272
11	6536668.9920	326947.8075	899.8755
12	6536914.9920	327166.7765	637.9744
12	6536873.9920	327112.9005	732.7454
12	6536803.9920	327021.6505	819.7395
12	6536726.4920	326920.5265	900.7198
13	6536970.9920	327116.6825	642.7713
13	6536944.9920	327082.4325	728.5355
13	6536796.9920	326888.9635	907.3471
14	6537020.9920	327058.4635	638.4487
14	6536981.4920	327006.9005	732.8317
14	6536865.9920	326856.1195	880.5079
