# Case1_F053_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534269.9920	328234.4005	494.3575
1	6534188.9920	328128.4945	639.8968
1	6534111.9920	328027.8695	740.6303
1	6534019.4920	327907.1195	841.4431
2	6534328.4920	328208.0885	455.5774
2	6534238.4920	328090.5265	639.8968
2	6534161.4920	327989.9005	740.6303
2	6534077.4920	327880.2445	843.6377
3	6534381.4920	328174.5575	458.8361
3	6534315.4920	328088.1195	591.4457
3	6534234.4920	327982.4325	718.5445
3	6534140.9920	327860.0575	839.9191
4	6534433.9920	328140.2135	467.6875
4	6534337.9920	328014.6825	639.8968
4	6534250.9920	327901.3075	777.0814
4	6534201.4920	327836.6195	838.8218
5	6534486.4920	328105.9635	463.0149
5	6534412.4920	328009.2135	596.5297
5	6534334.4920	327907.6505	728.7370
5	6534246.4920	327792.3075	856.3783
6	6534532.9920	328064.1505	467.6875
6	6534436.9920	327938.6195	639.8968
6	6534368.4920	327849.2135	754.1726
6	6534285.9920	327741.1195	876.7695
7	6534543.4920	327954.4945	574.2945
7	6534488.4920	327882.5575	654.2068
7	6534416.4920	327788.5885	770.8422
7	6534337.4920	327685.2135	884.3895
8	6534490.9920	327741.9945	745.5864
8	6534461.9920	327704.0885	785.5823
8	6534397.9920	327620.4945	887.9862
