# Case2_F011_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6539743.4920	324323.0575	698.1082
1	6539725.4920	324299.8385	815.1806
1	6539656.9920	324210.6505	955.7382
2	6539802.4920	324297.4635	693.7879
2	6539769.4920	324254.7765	813.7401
2	6539718.9920	324188.4945	935.0206
2	6539671.4920	324126.3385	989.1812
2	6539639.9920	324085.2765	1047.3143
3	6539837.9920	324261.6825	707.3555
3	6539794.9920	324205.6825	821.8280
3	6539744.9920	324140.4005	925.4324
3	6539688.9920	324066.9945	978.2605
3	6539644.9920	324009.4325	1051.5044
4	6539853.4920	324199.8385	716.2255
4	6539816.9920	324152.3075	829.9034
4	6539767.9920	324087.9325	914.2591
4	6539705.9920	324007.2765	962.2359
4	6539647.9920	323930.9325	1039.6071
5	6539883.4920	324177.0575	716.2255
5	6539835.9920	324115.0265	830.3947
5	6539796.4920	324063.4325	906.0032
5	6539727.4920	323973.7765	961.7095
5	6539675.4920	323905.3385	1025.8365
6	6539905.4920	324144.1195	725.1675
6	6539872.4920	324101.2135	834.9100
6	6539830.9920	324046.7135	916.0763
6	6539758.4920	323952.5265	968.2950
6	6539700.9920	323877.1195	1040.7035
7	6539939.9920	324107.0265	738.3181
7	6539911.9920	324070.8075	834.9100
7	6539868.4920	324013.8075	924.1017
7	6539804.4920	323930.3075	978.4540
7	6539746.4920	323854.1825	1036.5234
8	6539959.4920	324091.2445	739.5047
8	6539925.4920	324046.9325	852.7046
8	6539862.9920	323965.2445	955.0133
8	6539809.9920	323896.0265	989.1888
8	6539757.9920	323828.2135	1030.8974
