# Case1_F023_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6536684.9920	330197.4945	701.1199
1	6536697.4920	330213.9635	805.8765
1	6536717.4920	330240.1505	944.7531
1	6536742.4920	330272.7765	1056.1221
1	6536767.9920	330306.1825	1170.8436
2	6536661.9920	330229.0575	726.9984
2	6536669.9920	330239.5575	816.7143
2	6536690.9920	330267.2445	969.8958
2	6536716.9920	330301.0575	1067.5878
2	6536746.9920	330340.0265	1190.3237
3	6536626.9920	330245.3385	719.1080
3	6536638.4920	330259.9635	841.8147
3	6536658.4920	330286.2135	963.8011
3	6536687.9920	330324.8695	1084.5353
3	6536716.9920	330362.4005	1205.4186
4	6536591.4920	330260.1195	706.4655
4	6536600.9920	330272.6505	819.2637
4	6536629.4920	330309.7135	984.5958
4	6536661.4920	330351.7765	1116.3294
4	6536683.9920	330381.1505	1206.1495
5	6536561.4920	330282.9005	706.4655
5	6536570.9920	330295.4325	819.2637
5	6536596.9920	330329.1195	954.0691
5	6536617.9920	330356.4945	1052.8720
5	6536639.4920	330384.8075	1151.5780
6	6536543.4920	330320.7135	720.8134
6	6536554.4920	330335.6195	832.3634
6	6536565.4920	330349.9945	925.8467
6	6536585.9920	330376.6825	1034.5959
6	6536609.4920	330407.4325	1142.9504
7	6536531.9920	330347.4005	708.6317
7	6536539.9920	330357.3385	800.5605
7	6536555.4920	330377.8385	951.5499
7	6536573.4920	330401.0885	1048.1760
7	6536593.9920	330428.2765	1144.4561
8	6536532.9920	330389.4945	717.0083
8	6536533.9920	330391.1505	793.7744
8	6536553.9920	330416.9635	961.7845
8	6536570.4920	330438.3385	1052.1478
8	6536592.9920	330468.2445	1178.9912
