# Case1_F010_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535020.9920	327739.2135	565.8790
1	6535081.4920	327692.9005	665.2897
1	6535153.9920	327637.4325	760.8508
1	6535231.4920	327578.1505	835.7738
2	6534959.9920	327707.0885	539.1416
2	6535036.4920	327648.5575	664.3235
2	6535125.9920	327580.1195	771.6770
2	6535231.9920	327498.9635	859.2435
3	6534923.9920	327655.9325	546.8228
3	6534982.4920	327611.1195	644.2947
3	6535115.4920	327509.3385	792.6412
3	6535219.9920	327429.4635	877.1048
4	6534870.9920	327617.7135	533.2836
4	6534944.4920	327561.4635	644.2947
4	6535014.9920	327507.5265	732.1934
4	6535169.9920	327388.9325	866.7111
5	6534822.4920	327576.3385	530.1624
5	6534863.9920	327544.5265	611.5046
5	6534936.4920	327489.0575	698.8726
5	6535082.4920	327377.3385	835.5909
6	6534780.4920	327529.7765	543.8477
6	6534856.9920	327471.2445	661.2328
6	6534972.9920	327382.4325	768.3458
6	6535026.4920	327341.4635	824.8010
7	6534724.4920	327493.8075	538.3006
7	6534807.9920	327429.9325	645.5295
7	6534891.9920	327365.5575	731.4893
8	6534698.9920	327450.3075	539.1205
8	6534774.4920	327392.5575	641.9084
8	6534889.4920	327304.4945	772.6496
9	6534678.9920	327387.0265	562.4469
9	6534826.9920	327273.8075	747.8388
