# Case1_F098_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532656.9920	329540.2135	390.5698
1	6532662.9920	329548.4635	406.5933
1	6532682.9920	329574.3697	440.6485
2	6532682.4920	329532.5885	400.3145
2	6532688.4920	329540.1197	411.9942
2	6532719.4920	329581.1197	455.6843
3	6532718.4920	329518.2447	411.1531
3	6532724.4920	329525.5885	423.7047
3	6532759.9920	329572.0260	480.0960
4	6532749.9920	329497.3385	421.0650
4	6532755.9920	329505.3697	433.3059
4	6532764.4920	329516.3072	458.6990
4	6532776.9920	329532.3697	486.3412
5	6532787.4920	329484.9635	425.9296
5	6532792.9920	329491.6197	437.3356
5	6532799.4920	329500.2447	459.0859
5	6532815.9920	329521.7135	496.8538
6	6532827.9920	329476.1822	432.7573
6	6532835.4920	329485.5260	452.8527
6	6532851.4920	329506.8385	493.8395
7	6532855.9920	329471.6197	435.5675
7	6532864.9920	329483.2135	454.3952
7	6532877.4920	329499.6197	487.9262
8	6532890.4920	329475.2760	442.6633
8	6532897.4920	329484.4010	453.3039
8	6532904.4920	329493.6510	481.6260
9	6532939.4920	329477.7135	448.3447
9	6532939.9920	329478.2135	475.3957
10	6532964.4920	329448.9635	448.8477
10	6532966.9920	329452.0572	471.8724
11	6532989.4920	329419.3385	450.6521
11	6532992.4920	329423.3072	476.6212
