# Case2_F104_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538863.9920	327924.6505	712.5603
1	6538820.9920	327868.3385	816.6211
1	6538794.9920	327834.4005	892.0403
2	6538913.9920	327886.6825	712.5603
2	6538870.9920	327830.3695	816.6211
2	6538844.9920	327796.4325	892.0403
3	6538963.4920	327848.7135	712.5603
3	6538922.9920	327795.9945	811.4407
3	6538894.4920	327758.4635	892.0403
4	6539003.4920	327818.7765	695.5055
4	6538969.4920	327774.1195	801.9102
4	6538921.9920	327712.0575	971.0102
5	6539023.4920	327803.6195	694.4579
5	6538979.9920	327746.8075	834.1505
5	6538940.9920	327696.1195	974.7330
6	6539052.9920	327780.8075	695.5055
6	6539018.9920	327736.1505	801.9102
6	6538971.4920	327674.0885	971.0102
