# Case2_F137_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6537279.4920	330069.5575	708.9381
1	6537296.4920	330091.6505	761.1233
2	6537303.4920	330039.2135	716.0451
2	6537317.4920	330057.6505	809.3824
3	6537325.4920	330026.8695	720.8878
3	6537332.9920	330036.7445	772.6213
3	6537340.9920	330047.2445	824.3087
4	6537349.4920	330016.8385	726.0294
4	6537357.4920	330027.4635	782.2844
4	6537366.9920	330040.1505	838.3759
5	6537385.9920	330003.1195	736.1763
5	6537394.4920	330014.0575	802.1817
5	6537407.4920	330031.3385	867.6377
6	6537422.9920	329989.6825	746.0067
6	6537430.9920	330000.3695	821.6884
6	6537448.4920	330022.7135	896.3749
7	6537461.4920	329978.1195	754.8611
7	6537471.9920	329991.7765	854.7544
7	6537490.4920	330016.4635	923.5646
8	6537506.4920	329975.6195	759.1250
8	6537513.9920	329984.9635	853.9101
8	6537536.4920	330014.3385	933.7483
9	6537533.4920	329969.3385	746.5428
9	6537540.9920	329979.4945	845.4354
9	6537568.4920	330014.9945	942.0913
10	6537549.4920	329969.8075	732.6988
10	6537559.9920	329983.3385	844.1757
10	6537589.4920	330022.0575	951.7136
11	6537579.4920	329967.7135	731.9490
11	6537590.4920	329982.0265	851.1568
11	6537616.9920	330016.6825	968.7474
12	6537609.9920	329966.5575	735.4588
12	6537619.9920	329979.5885	861.6380
12	6537641.9920	330008.4635	986.7029
13	6537640.4920	329965.2135	739.4556
13	6537649.4920	329977.1505	872.4069
13	6537668.4920	330001.6825	1004.7026
14	6537670.9920	329963.9325	744.2093
14	6537678.4920	329973.7445	864.5711
14	6537697.9920	329999.3075	1022.0756
15	6537702.4920	329964.4635	749.0925
15	6537719.9920	329986.9005	874.5972
15	6537751.9920	330029.1505	1046.3889
