# Case1_F113_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534435.9920	332247.9005	706.6877
1	6534411.4920	332266.7135	787.1856
1	6534371.4920	332297.2445	858.6644
1	6534293.4920	332357.0575	967.5696
1	6534214.9920	332417.1195	1052.6699
1	6534013.4920	332571.3075	1172.9747
1	6533825.9920	332714.8385	1248.9920
1	6533606.4920	332882.7765	1316.5663
1	6533399.9920	333040.7765	1413.0967
2	6534392.4920	332202.6195	697.5528
2	6534374.4920	332216.3695	787.3898
2	6534333.4920	332247.6505	858.6644
2	6534249.4920	332312.0265	962.3270
2	6534176.9920	332367.4945	1052.6699
2	6534001.4920	332501.8695	1166.7873
2	6533813.4920	332645.6195	1238.6288
2	6533497.9920	332887.1195	1342.8706
3	6534363.9920	332145.5575	700.1619
3	6534345.4920	332159.8385	778.1025
3	6534317.4920	332181.2135	848.0878
3	6534213.4920	332260.8695	977.1403
3	6534138.9920	332317.8385	1052.6699
3	6533953.4920	332459.8385	1181.6006
3	6533643.4920	332696.9945	1291.9689
3	6533451.9920	332843.5575	1352.3194
4	6534325.4920	332096.4945	706.3006
4	6534310.4920	332107.9635	784.3021
4	6534285.4920	332127.0265	871.6793
4	6534176.4920	332210.4945	1008.2910
4	6534029.4920	332322.9635	1129.1139
4	6533837.9920	332469.5265	1225.0652
4	6533630.4920	332628.3075	1307.3308
4	6533426.9920	332784.0575	1361.9816
5	6534312.9920	332027.2445	722.6897
5	6534272.4920	332058.3075	866.4672
5	6534192.9920	332119.1195	974.2444
5	6534072.9920	332210.9945	1103.2668
5	6533909.9920	332335.6505	1183.4294
5	6533656.9920	332529.3075	1292.6699
5	6533420.9920	332709.9635	1348.8142
6	6534304.9920	331954.7445	717.4990
6	6534288.9920	331966.9635	795.7352
6	6534241.4920	332003.3385	872.2889
6	6534136.9920	332083.2445	1004.2676
6	6534034.9920	332161.3695	1103.2668
6	6533933.4920	332238.9635	1184.3743
6	6533637.9920	332465.1825	1299.0098
6	6533385.9920	332658.0885	1358.4764
7	6534303.4920	331877.1195	715.9110
7	6534224.9920	331937.1825	870.6122
7	6534135.9920	332005.3695	1003.9323
7	6534014.9920	332097.9945	1108.8142
7	6533920.4920	332170.2765	1192.4820
7	6533599.9920	332415.5575	1299.0098
7	6533344.9920	332610.7445	1376.0024
8	6534284.4920	331812.9945	727.4599
8	6534212.9920	331867.6825	868.5399
8	6534096.9920	331956.4945	1022.2505
8	6534008.4920	332024.1825	1102.8706
8	6533888.4920	332116.0575	1213.7571
8	6533561.9920	332365.9325	1299.0098
8	6533290.9920	332573.3075	1386.2132
9	6534246.4920	331763.4005	727.4599
9	6534184.9920	331810.4945	904.2930
9	6534067.9920	331900.0575	1061.7225
9	6534011.4920	331943.3075	1129.2359
9	6533806.9920	332099.8075	1243.1094
9	6533523.9920	332316.3385	1299.0098
9	6533252.9920	332523.7135	1386.2132
10	6534260.9920	331689.3385	696.2544
10	6534235.9920	331708.4325	774.5760
10	6534199.9920	331735.9005	876.2209
10	6534097.9920	331814.0265	1056.8152
10	6533954.9920	331923.4325	1166.7263
10	6533751.4920	332079.1825	1251.9181
10	6533462.9920	332300.0575	1307.1175
10	6533220.4920	332485.5265	1386.2742
11	6534233.4920	331631.5265	705.2765
11	6534151.4920	331694.4005	915.2658
11	6534062.9920	331762.0885	1077.2369
11	6533964.4920	331837.3695	1147.0667
11	6533781.9920	331977.0885	1213.7571
11	6533455.4920	332226.9635	1299.0098
11	6533184.4920	332434.3385	1386.2132
12	6534193.4920	331583.4635	711.5066
12	6534165.9920	331604.5885	839.4924
12	6534136.9920	331626.7135	904.8416
12	6534053.9920	331690.3385	1066.9956
12	6533947.4920	331771.7765	1142.0375
12	6533735.9920	331933.5885	1223.4192
12	6533387.9920	332200.0265	1316.1396
12	6533160.4920	332374.0575	1385.7256
13	6534168.4920	331523.9005	732.8366
13	6534145.9920	331541.2135	831.4457
13	6534118.9920	331561.8385	903.6224
13	6534036.4920	331624.9325	1055.7179
13	6533909.4920	331722.1195	1142.0375
13	6533717.9920	331868.7135	1228.9056
13	6533386.4920	332122.4005	1309.2816
13	6533139.4920	332311.4635	1388.8955
14	6534120.4920	331481.9005	733.2051
14	6534101.9920	331496.1505	811.6641
14	6534074.9920	331516.7765	904.6892
14	6533998.4920	331575.2765	1055.7179
14	6533871.4920	331672.4945	1142.0375
14	6533679.9920	331819.0575	1228.9056
14	6533345.4920	332075.0575	1314.7070
14	6533099.4920	332263.3385	1401.0875
15	6534071.9920	331393.2445	696.9737
15	6534047.9920	331411.5575	816.0532
15	6534004.4920	331444.9005	908.9565
15	6533925.9920	331504.9635	1060.8081
15	6533810.9920	331592.9945	1142.0375
15	6533619.4920	331739.5885	1228.9056
15	6533305.4920	331979.7765	1316.6577
15	6533061.4920	332166.5265	1399.7769
16	6534030.9920	331345.8695	731.6539
16	6534003.9920	331366.4945	834.7982
16	6533936.4920	331418.1505	975.5859
16	6533887.9920	331455.3075	1060.8081
16	6533772.9920	331543.3695	1142.0375
16	6533581.4920	331689.9005	1228.9056
16	6533267.4920	331930.1195	1316.6577
16	6533023.4920	332116.9005	1399.7769
17	6533972.9920	331311.5265	757.7936
17	6533950.4920	331328.8385	838.1513
