# Case1_F009_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534232.9920	327051.3072	449.0885
1	6534283.9920	327012.5572	585.4838
1	6534373.9920	326943.4322	739.4171
1	6534437.4920	326894.8385	820.7167
1	6534510.9920	326838.6197	903.3480
2	6534240.9920	327061.2135	449.0885
2	6534291.4920	327022.4947	585.4838
2	6534381.4920	326953.3697	739.4171
2	6534445.4920	326904.7447	820.7167
2	6534518.4920	326848.5572	903.3480
3	6534298.4920	327111.6822	464.8649
3	6534326.9920	327089.6510	539.6783
3	6534363.9920	327061.5260	613.2329
3	6534407.4920	327028.1197	685.2786
3	6534456.9920	326990.1510	755.9769
3	6534512.4920	326947.6197	824.8315
3	6534574.9920	326899.7447	891.4608
3	6534632.9920	326855.7135	959.6447
4	6534347.9920	327152.1822	480.8244
4	6534383.9920	327124.8385	562.2398
4	6534428.4920	327090.6510	641.6922
4	6534480.9920	327050.4010	719.6509
4	6534539.4920	327005.5885	795.8418
4	6534604.9920	326955.4635	869.7286
4	6534679.4920	326898.4947	940.6557
4	6534739.9920	326852.1822	1016.2159
5	6534404.4920	327203.4010	497.0521
5	6534447.4920	327170.7447	585.0632
5	6534501.9920	327128.9635	670.3830
5	6534562.4920	327082.6197	754.2550
5	6534629.9920	327030.9635	835.8957
5	6534706.4920	326972.4947	914.8697
5	6534791.9920	326907.1822	989.9724
5	6534855.4920	326858.5572	1073.0306
6	6534458.9920	327256.1197	511.6762
6	6534497.9920	327226.4947	591.5402
6	6534546.4920	327189.2760	661.0012
6	6534594.9920	327152.0572	731.2059
6	6534695.4920	327075.3385	849.2459
6	6534798.4920	326996.3697	952.5429
6	6534913.9920	326908.2447	1051.6945
6	6534969.4920	326865.7135	1129.8149
7	6534490.9920	327310.3072	516.6444
7	6534557.4920	327259.4322	643.0605
7	6534641.9920	327194.8697	751.0272
7	6534733.4920	327124.9947	849.2459
7	6534836.4920	327045.9947	952.5429
7	6534951.4920	326957.8697	1051.6945
7	6535061.9920	326873.5885	1179.3146
8	6534569.9920	327328.8072	487.9780
8	6534616.4920	327293.0885	636.3611
8	6534707.9920	327223.2135	736.5491
8	6534770.4920	327175.3697	811.8471
8	6534896.4920	327078.9010	932.1823
8	6535090.9920	326930.0572	1157.6127
8	6535155.4920	326880.6822	1241.5853
9	6534615.9920	327356.3697	463.5847
9	6534661.9920	327321.4322	603.1194
9	6534744.9920	327257.6197	720.3152
9	6534846.4920	327180.1510	840.3763
9	6534954.4920	327097.3385	958.3038
9	6535060.9920	327016.0885	1077.0843
9	6535161.9920	326938.6197	1197.3892
9	6535235.4920	326882.4010	1285.9644
10	6534658.4920	327386.9635	442.4928
10	6534688.9920	327363.4010	552.7788
10	6534759.4920	327309.4635	680.1792
10	6534829.9920	327255.4635	760.8082
10	6534952.9920	327161.2760	915.2962
10	6535087.9920	327057.9635	1066.0508
10	6535217.9920	326958.4635	1218.5728
10	6535304.4920	326892.4947	1314.9205
11	6534697.4920	327435.8385	436.8661
11	6534731.9920	327409.2447	525.3131
11	6534766.9920	327382.6510	616.7869
11	6534890.9920	327287.7135	779.2546
11	6535024.9920	327185.1822	941.8139
11	6535165.9920	327077.3072	1101.9563
11	6535300.9920	326974.0260	1263.8054
11	6535383.9920	326910.2135	1352.7765
12	6534745.9920	327493.1197	439.9293
12	6534781.4920	327465.7760	536.1913
12	6534820.4920	327436.1510	596.3013
12	6534944.4920	327341.2135	781.7906
12	6535221.4920	327129.2760	1102.8707
12	6535343.4920	327035.8697	1244.7553
12	6535469.4920	326939.4010	1397.3384
13	6534810.4920	327538.2447	464.8376
13	6534842.9920	327513.1822	570.5608
13	6534904.4920	327466.0885	646.8675
13	6535043.4920	327359.7447	827.5137
13	6535197.4920	327242.0260	1003.9932
13	6535350.4920	327125.0572	1180.8690
13	6535482.4920	327024.0260	1313.5489
13	6535568.4920	326957.9635	1401.3008
14	6534903.4920	327577.3385	489.2734
14	6534913.4920	327569.7447	536.5115
14	6534942.9920	327546.9635	608.2126
14	6535028.4920	327481.6510	729.5173
14	6535229.9920	327327.4635	956.6577
14	6535446.9920	327161.1197	1190.4702
14	6535653.4920	327003.1197	1409.7439
15	6534983.4920	327626.3072	509.8474
15	6534998.9920	327614.1822	548.9444
15	6535040.9920	327582.2760	611.4589
15	6535145.9920	327501.7447	765.4227
15	6535377.4920	327324.7760	1067.9403
15	6535553.9920	327189.5885	1252.3143
15	6535697.9920	327079.4635	1397.4298
16	6535042.9920	327675.2447	551.2700
16	6535063.4920	327659.3072	588.0717
16	6535106.4920	327626.6510	651.1195
16	6535177.9920	327571.9635	759.2901
16	6535255.9920	327511.9635	865.7051
16	6535463.4920	327353.2135	1122.2559
16	6535586.4920	327259.0260	1247.5596
16	6535737.4920	327143.5885	1398.7710
17	6535070.9920	327763.7135	537.1301
17	6535095.9920	327744.8385	577.0712
17	6535183.4920	327677.9947	717.9623
17	6535385.9920	327523.0572	992.4718
17	6535795.4920	327209.2760	1395.7230
18	6535098.9920	327836.9635	521.1099
18	6535128.4920	327814.1822	574.6146
18	6535187.9920	327768.5885	673.6322
18	6535339.9920	327652.4010	908.0724
18	6535494.9920	327533.9010	1073.7315
18	6535683.4920	327389.5885	1251.6437
18	6535856.9920	327256.6822	1411.1458
19	6535108.4920	327923.8697	501.5753
19	6535140.4920	327899.5572	551.1542
19	6535224.9920	327834.9947	681.5660
19	6535422.4920	327683.8385	934.5597
19	6535664.4920	327498.5260	1172.7310
19	6535773.4920	327414.9635	1281.7580
19	6535895.4920	327321.5572	1402.9162
20	6535132.9920	328015.3697	488.8192
20	6535160.9920	327994.1197	533.9633
20	6535221.4920	327947.7760	622.6632
20	6535412.9920	327801.1822	851.8367
20	6535648.9920	327620.4322	1080.9554
20	6535827.9920	327483.7135	1267.2799
20	6535974.4920	327371.2760	1418.4307
21	6535217.9920	328155.0572	449.6615
21	6535260.4920	328122.4010	523.7373
21	6535319.9920	328076.8385	622.6632
