# Case1_F091_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531995.9920	328882.5885	678.8271
1	6531979.9920	328861.2765	753.4886
1	6531961.9920	328837.8385	816.2321
1	6531936.9920	328805.2445	880.6609
1	6531917.9920	328780.0575	935.0608
1	6531898.9920	328755.5265	989.5817
2	6532033.9920	328869.9945	670.0958
2	6532020.4920	328852.7765	744.5293
2	6531991.9920	328815.2765	826.9819
2	6531960.4920	328774.2445	908.7916
2	6531930.4920	328735.3075	990.9838
3	6532061.4920	328865.0575	662.2566
3	6532045.9920	328844.6825	736.6322
3	6532017.4920	328807.2765	822.2477
3	6531984.4920	328764.5885	906.9359
3	6531952.4920	328722.7765	991.7851
4	6532100.9920	328855.0265	648.7186
4	6532078.9920	328826.1195	735.9882
4	6532050.9920	328789.4635	822.1569
4	6532017.9920	328746.4325	907.2063
4	6531984.9920	328703.0575	992.1920
5	6532133.4920	328835.4635	646.8423
5	6532108.4920	328803.2445	743.8600
5	6532083.4920	328770.2765	822.7658
5	6532050.9920	328728.0885	906.9960
5	6532017.4920	328684.1825	990.9000
6	6532158.9920	328786.9325	676.9956
6	6532146.9920	328771.4325	739.8704
6	6532122.9920	328739.9005	822.7658
6	6532100.4920	328710.1505	892.0504
6	6532065.4920	328664.8385	980.0439
