# Case2_F005_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6540334.4920	324602.0265	683.9219
1	6540288.9920	324542.6505	791.2845
1	6540225.4920	324459.8695	871.6748
1	6540103.9920	324301.1825	951.2027
2	6540383.9920	324564.0265	683.9219
2	6540329.9920	324493.1505	792.1934
2	6540275.4920	324421.9005	871.6748
2	6540153.9920	324263.1825	951.2027
3	6540433.4920	324526.0575	683.9219
3	6540374.4920	324448.8695	799.1289
3	6540315.9920	324372.4945	878.0558
3	6540198.4920	324218.5575	952.1357
4	6540486.4920	324471.4325	682.5158
4	6540423.4920	324389.2135	812.8876
4	6540359.9920	324306.6505	887.3802
4	6540227.4920	324133.2445	948.8704
5	6540536.4920	324434.4945	689.7954
5	6540456.9920	324330.5885	797.7868
5	6540330.4920	324165.1195	903.7380
5	6540191.9920	323984.2135	981.1104
6	6540563.9920	324346.4635	693.4313
6	6540485.9920	324245.1195	805.8436
6	6540373.9920	324098.7445	900.0996
6	6540232.4920	323913.5265	985.8964
7	6540599.9920	324270.5885	691.4955
7	6540551.9920	324207.5885	778.5813
7	6540420.9920	324036.6505	891.4789
7	6540269.9920	323839.0575	978.3608
8	6540643.4920	324204.0265	692.2085
8	6540578.9920	324119.7445	785.4290
8	6540464.9920	323970.7445	882.4141
8	6540288.4920	323740.0265	989.0312
9	6540668.4920	324113.2135	699.7572
9	6540611.9920	324039.2445	790.3908
9	6540512.4920	323909.3075	881.7917
9	6540318.4920	323655.4945	990.0291
10	6540694.9920	324024.5885	713.2818
10	6540642.4920	323955.6505	793.3547
10	6540542.4920	323824.9325	883.0481
10	6540327.9920	323545.0265	1011.2670
11	6540704.9920	323914.2765	719.4083
11	6540641.9920	323831.9005	791.4979
11	6540531.9920	323688.1825	887.7749
11	6540376.9920	323485.3695	1012.8922
12	6540678.9920	323777.4945	742.5795
12	6540617.9920	323697.6505	809.2949
12	6540514.4920	323562.0885	908.6599
12	6540423.4920	323443.6195	994.9733
