# Case1_F141_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533287.9920	332355.3075	677.8444
1	6533342.4920	332313.5575	797.1922
1	6533473.4920	332213.3075	947.8185
2	6533238.9920	332314.0885	679.6458
2	6533293.4920	332272.3385	793.2115
2	6533396.9920	332193.2135	955.8345
3	6533188.9920	332273.5265	683.7301
3	6533235.4920	332237.9005	792.0807
3	6533335.9920	332161.0575	961.0774
4	6533147.9920	332226.1505	681.3070
4	6533203.4920	332183.6825	806.2082
4	6533278.9920	332125.9005	926.9397
5	6533108.9920	332177.4325	678.4449
5	6533159.9920	332138.4945	792.0807
5	6533227.4920	332086.8385	890.6379
6	6533077.9920	332138.3075	680.1792
6	6533124.4920	332102.6825	785.8079
6	6533192.9920	332050.2445	886.8584
7	6533049.4920	332097.0575	682.7789
7	6533094.9920	332062.2135	788.5175
7	6533161.4920	332011.3385	890.3023
8	6533031.9920	332047.4635	693.7398
8	6533072.4920	332016.4005	801.0202
8	6533129.9920	331972.4005	895.0271
9	6533012.9920	332014.8075	694.1787
9	6533045.9920	331989.6195	792.0807
9	6533108.4920	331941.7765	899.9344
10	6532985.9920	331956.7445	688.1833
10	6533022.4920	331928.7445	800.1609
10	6533080.4920	331884.4635	898.6844
11	6532981.4920	331897.3075	688.2503
11	6532998.4920	331884.3385	786.7832
11	6533049.9920	331844.8695	898.6844
12	6532966.9920	331845.4325	688.7014
12	6532983.9920	331832.4635	788.8528
12	6533027.4920	331799.1195	893.2897
13	6532932.9920	331776.8075	688.4969
13	6532945.9920	331766.9005	790.8005
13	6532981.9920	331739.4325	893.2897
