# Case1_F067_NNE, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6534392.9920	329054.1505	522.0557
1	6534441.9920	329016.3385	598.3509
2	6534400.4920	329064.0575	522.0557
2	6534449.9920	329026.2765	598.3509
3	6534449.4920	329089.3695	536.2365
3	6534485.9920	329061.3695	600.2672
3	6534524.4920	329032.0885	660.2584
4	6534500.9920	329113.0265	547.7153
4	6534543.9920	329080.1195	627.7151
4	6534626.9920	329016.6195	720.2745
5	6534571.4920	329137.9005	551.2513
5	6534601.9920	329114.5885	633.2494
5	6534667.4920	329064.1825	712.6179
6	6534636.4920	329166.8075	562.3957
6	6534685.4920	329129.3385	655.4568
6	6534734.9920	329091.3695	722.1371
7	6534708.9920	329158.3385	564.3769
7	6534756.4920	329122.0885	656.4051
7	6534789.9920	329096.5265	718.0245
8	6534723.9920	329178.4945	546.2169
8	6534827.9920	329098.8385	680.6818
