# Case1_F157_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6532985.4920	331925.5265	537.7794
1	6532861.4920	332020.4325	644.5053
1	6532666.9920	332169.3075	733.6077
1	6532463.4920	332325.0265	836.8101
1	6532284.9920	332461.6825	957.7550
2	6532974.4920	331855.3385	529.4584
2	6532896.9920	331914.6195	603.5276
2	6532761.9920	332017.9635	687.4758
2	6532539.9920	332187.9325	773.9846
2	6532249.9920	332409.8075	960.0715
3	6532927.9920	331749.3075	525.5721
3	6532839.4920	331816.9635	620.0299
3	6532719.4920	331908.8385	691.1124
3	6532493.4920	332081.8695	777.4411
3	6532210.4920	332298.4005	970.0995
4	6532879.4920	331644.7765	536.2828
4	6532779.9920	331720.8385	607.2343
4	6532634.4920	331832.3075	687.0098
4	6532441.9920	331979.6195	769.7781
4	6532143.9920	332207.6195	953.5793
5	6532849.9920	331525.7135	513.4137
5	6532712.9920	331630.5265	603.5981
5	6532525.9920	331773.5265	687.5493
5	6532342.4920	331913.9945	779.3827
5	6532210.4920	332014.9945	861.6209
5	6532057.9920	332131.8075	968.9104
6	6532825.9920	331402.2765	490.9956
6	6532641.4920	331543.4945	590.0222
6	6532410.9920	331719.8385	688.7624
6	6532279.9920	331820.0885	777.7761
6	6532098.4920	331959.0265	882.6522
6	6531995.4920	332037.9325	963.8510
7	6532766.4920	331369.2445	494.6227
7	6532545.9920	331537.9635	610.5475
7	6532318.4920	331711.9945	720.4647
7	6532133.9920	331853.2445	858.5424
7	6531965.4920	331982.2445	955.9262
8	6532694.9920	331360.8695	505.5315
8	6532564.9920	331460.3695	583.1429
8	6532342.9920	331630.3385	688.7624
8	6532211.9920	331730.5885	777.7761
8	6531927.9920	331947.9005	995.7941
