# Case1_F160_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6531404.9920	331729.0885	738.1035
1	6531408.9920	331734.2765	802.1330
1	6531424.9920	331755.5265	919.6245
2	6531415.9920	331702.3385	735.1317
2	6531423.9920	331713.1195	827.4832
2	6531444.9920	331740.2765	918.6796
3	6531437.9920	331669.4945	732.5958
3	6531441.9920	331674.6195	797.1891
3	6531474.9920	331717.7135	919.6245
4	6531456.9920	331653.0885	732.2605
4	6531469.9920	331670.2135	830.3179
4	6531496.4920	331704.6195	926.8482
5	6531487.4920	331631.5265	732.5958
5	6531496.9920	331643.9945	802.1391
5	6531527.9920	331684.1825	935.1083
6	6531507.4920	331616.3385	732.5958
6	6531524.4920	331638.4325	834.9813
6	6531547.9920	331669.1825	936.5104
