# Case1_F100_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533035.4920	329664.7765	445.5464
1	6532999.9920	329618.7445	568.2811
1	6532954.9920	329559.8385	717.1820
2	6533075.9920	329635.2445	454.4381
2	6533042.9920	329592.1825	569.2867
2	6532994.9920	329529.5885	720.3519
3	6533104.4920	329610.8695	461.7865
3	6533073.9920	329570.9945	570.2346
3	6533024.4920	329506.6505	721.7144
4	6533123.9920	329595.6195	467.5802
4	6533097.9920	329561.4945	561.0022
4	6533044.4920	329491.5885	722.7477
5	6533144.9920	329581.5885	468.9506
5	6533116.9920	329545.1825	566.9488
5	6533064.4920	329476.3385	722.8391
6	6533175.4920	329559.7445	473.1141
6	6533145.9920	329521.4945	572.4322
6	6533093.9920	329453.2445	722.6044
7	6533202.9920	329534.1195	482.3283
7	6533179.9920	329503.9005	564.7177
7	6533123.4920	329430.3695	722.4459
8	6533224.4920	329521.0575	483.9772
8	6533198.4920	329486.9635	574.9285
8	6533143.9920	329415.7135	722.7477
9	6533243.9920	329505.4005	495.4216
9	6533222.9920	329477.7445	572.7522
9	6533165.4920	329402.5885	725.1922
10	6533264.9920	329491.7135	511.2231
10	6533243.4920	329463.7765	583.9476
10	6533186.9920	329389.9945	728.4627
11	6533284.9920	329476.8695	523.0426
11	6533267.9920	329454.6825	582.0758
11	6533208.9920	329377.6195	731.7362
12	6533313.9920	329452.6505	530.3042
12	6533293.4920	329425.9635	608.7279
12	6533240.9920	329357.6195	734.3179
13	6533344.4920	329431.4005	535.4687
13	6533330.9920	329413.3385	590.4578
13	6533272.9920	329337.4325	732.8210
14	6533363.9920	329415.4325	538.2650
14	6533350.4920	329397.9325	591.4457
14	6533292.9920	329322.6195	732.1840
15	6533387.9920	329405.9005	525.9321
15	6533369.9920	329382.0885	591.7291
15	6533312.4920	329307.0885	731.5168
16	6533411.9920	329395.9325	512.5794
16	6533380.9920	329355.4635	615.6590
16	6533330.4920	329289.4005	734.3179
17	6533462.9920	329359.7445	495.4487
17	6533430.4920	329317.4635	615.6590
17	6533379.9920	329251.4005	734.3179
