# Case1_F111_NS, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6533566.4920	330687.9005	630.4946
1	6533599.9920	330731.4945	702.6113
1	6533654.4920	330802.3695	828.4358
1	6533703.9920	330867.4945	931.3313
1	6533757.4920	330937.4005	1015.3465
1	6533823.4920	331023.2765	1099.2389
2	6533645.9920	330627.1505	630.4946
2	6533681.9920	330674.2765	707.6792
2	6533733.4920	330741.6195	828.4358
2	6533783.4920	330806.7135	931.3313
2	6533836.9920	330876.6195	1015.3465
2	6533902.4920	330962.5265	1099.2389
3	6533683.4920	330593.5575	629.5192
3	6533727.9920	330652.0575	729.8891
3	6533761.4920	330695.4945	826.2881
3	6533816.4920	330767.4005	919.8430
3	6533873.4920	330842.2765	1012.1296
3	6533942.4920	330932.1505	1099.2389
4	6533715.4920	330573.9945	630.4946
4	6533751.4920	330621.1195	707.6792
4	6533802.9920	330688.4325	828.4358
4	6533852.9920	330753.5575	931.3313
4	6533906.4920	330823.4635	1015.3465
4	6533971.9920	330909.3695	1099.2389
5	6533771.4920	330544.5885	640.5070
5	6533809.4920	330594.0265	738.2434
5	6533852.4920	330649.8695	833.0727
5	6533901.9920	330714.8695	923.8649
5	6533959.4920	330789.9005	1013.1964
5	6534022.4920	330872.4635	1099.9768
6	6533847.9920	330541.3385	643.6357
6	6533860.9920	330558.4005	714.3870
6	6533906.9920	330618.4325	828.0782
6	6533958.4920	330685.6195	927.5947
6	6534013.4920	330757.7765	1012.3863
6	6534071.4920	330833.4005	1099.2389
7	6533900.4920	330507.2445	627.5846
7	6533918.9920	330531.4635	699.0909
7	6533951.4920	330573.9325	767.8265
7	6533985.9920	330618.8695	852.6900
7	6534014.4920	330656.4635	928.2202
7	6534052.9920	330706.6195	991.9012
7	6534110.9920	330782.3075	1090.3070
8	6533946.9920	330465.4005	643.6357
8	6533972.4920	330498.5575	711.3798
8	6534018.4920	330558.7765	819.2783
8	6534057.9920	330610.2135	933.2850
8	6534108.4920	330676.1195	1016.9656
8	6534165.9920	330751.0885	1103.5451
9	6533987.9920	330415.8385	634.9203
9	6534006.4920	330439.9325	703.2502
9	6534030.9920	330472.2135	762.1172
9	6534069.4920	330522.7135	874.7133
9	6534106.9920	330571.3385	945.5828
9	6534161.4920	330642.4635	1030.7478
9	6534215.9920	330713.5575	1102.8989
10	6534037.9920	330378.1195	638.9376
10	6534054.9920	330400.8385	714.7180
10	6534087.4920	330443.0265	809.7868
10	6534125.4920	330492.6195	884.2996
10	6534151.4920	330526.8075	949.4526
10	6534215.9920	330610.9325	1047.1537
10	6534249.9920	330655.6505	1123.7046
11	6534074.4920	330323.5885	634.7633
11	6534105.9920	330364.5885	722.4852
11	6534144.4920	330414.4945	808.5634
11	6534181.4920	330462.9325	897.8392
11	6534236.4920	330534.7135	998.3017
11	6534302.9920	330622.0575	1121.4147
12	6534117.9920	330277.2445	631.4904
12	6534154.9920	330325.3695	712.8099
12	6534205.4920	330391.4945	809.5719
12	6534236.4920	330431.9945	895.9125
12	6534287.9920	330499.3385	1001.9487
12	6534350.9920	330581.7135	1118.2069
13	6534198.9920	330280.2765	634.1494
13	6534221.9920	330310.5885	713.2391
13	6534262.4920	330363.3075	811.5727
13	6534299.9920	330412.5885	898.8938
13	6534332.4920	330454.6195	996.1331
13	6534372.9920	330507.9635	1064.8297
13	6534419.4920	330568.6195	1131.4441
