# Case2_F115_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6538959.9920	328046.0575	550.8127
1	6538943.9920	328058.1505	633.7447
1	6538944.4920	328057.8695	686.9235
1	6538942.4920	328059.4325	740.0887
2	6538973.9920	328066.4945	552.8119
2	6538963.9920	328074.2135	612.4263
2	6538958.9920	328078.1825	687.1140
2	6538957.4920	328079.2765	740.0887
3	6538991.9920	328084.4325	550.5637
3	6538979.9920	328093.4325	613.7778
3	6538974.9920	328097.2445	677.2973
3	6538974.4920	328097.8075	740.9187
4	6539010.4920	328101.7765	547.2218
4	6538992.4920	328115.5885	639.9309
4	6538991.4920	328116.0885	694.3192
4	6538991.9920	328115.7135	741.8065
5	6539029.9920	328118.3695	542.3895
5	6539014.9920	328129.7765	608.6139
5	6539009.4920	328133.9635	675.3499
5	6539012.4920	328131.7135	742.1711
6	6539049.9920	328134.3075	537.3792
6	6539034.9920	328146.0575	599.7030
6	6539027.9920	328151.1505	684.6994
6	6539033.4920	328146.9005	742.6015
7	6539072.4920	328148.7135	534.2538
7	6539054.9920	328162.1195	603.7736
7	6539047.9920	328167.4945	673.9851
7	6539055.9920	328161.3075	744.1419
8	6539094.4920	328163.3075	532.2491
8	6539073.9920	328178.8385	612.6046
8	6539067.9920	328183.5885	673.2532
8	6539078.4920	328175.5265	745.8964
9	6539110.9920	328182.0575	533.1022
9	6539094.9920	328194.4005	604.0793
9	6539089.4920	328198.7445	675.6365
9	6539100.4920	328190.1825	746.9894
10	6539125.9920	328202.2135	534.7896
10	6539114.4920	328210.9325	596.0798
10	6539109.9920	328214.2765	667.4968
10	6539122.9920	328204.5575	747.3128
11	6539147.9920	328232.7135	535.8394
11	6539141.9920	328237.0575	608.1451
11	6539141.9920	328237.2135	678.4705
11	6539159.4920	328223.6505	744.5839
12	6539165.9920	328250.3385	542.5593
12	6539160.4920	328254.6195	609.0726
12	6539164.4920	328251.4325	675.5996
12	6539184.9920	328235.5885	740.9668
13	6539187.9920	328264.9945	552.3666
13	6539184.4920	328267.4325	612.6074
13	6539195.9920	328258.5885	672.4787
13	6539218.9920	328241.0265	731.0946
14	6539205.9920	328282.4635	553.1597
14	6539210.9920	328278.9325	612.3693
14	6539224.9920	328268.0265	668.8766
14	6539241.9920	328255.1825	725.1544
15	6539216.9920	328290.1195	553.7150
15	6539220.9920	328287.0575	609.6505
15	6539233.9920	328276.8695	665.0645
15	6539256.4920	328259.6195	719.3305
16	6539234.4920	328307.9325	554.0414
16	6539239.4920	328304.2445	598.0559
16	6539256.4920	328291.2765	664.5396
16	6539277.9920	328274.6505	714.1925
17	6539251.4920	328326.4325	554.7745
17	6539257.9920	328321.4005	608.2457
17	6539271.9920	328310.6195	661.1798
17	6539295.9920	328292.5885	712.8160
18	6539267.9920	328345.3385	554.7757
18	6539273.4920	328340.9635	608.4042
18	6539287.9920	328330.1195	661.4382
18	6539311.9920	328311.6825	713.1013
19	6539276.9920	328354.3695	554.5102
19	6539281.4920	328350.8695	608.5255
19	6539295.4920	328339.9325	661.9530
19	6539320.4920	328321.0575	713.9121
20	6539301.9920	328382.4005	553.2014
20	6539303.4920	328381.0575	608.7111
20	6539317.9920	328369.8695	663.5450
20	6539344.4920	328349.7765	716.7038
21	6539319.9920	328399.9635	553.3633
21	6539317.9920	328401.3695	600.0017
21	6539334.9920	328388.6505	665.9731
21	6539360.9920	328368.5575	717.7428
22	6539349.9920	328424.3075	562.6636
22	6539351.4920	328423.2765	611.7634
22	6539364.4920	328413.3385	660.2983
22	6539385.9920	328396.8075	707.6311
