# Case1_F002_EW, moved under the Ullrigg cluster
# Source: FaultExamples, pillar based fault sticks, one rigid translation applied to
# Case1 and Case2 together so they keep their positions relative to one another.
# Depth converted from feet at 0.3048 m/ft; the eastings and northings were already metres.
# Shift applied: north +285565.492 m, east -186540.162 m, vertical -2244.968 m.
# A pillar is one fault stick, its points ordered from the top down. Consecutive pillars
# run along strike, so the fault surface is the ruled surface between them.
# Pillar	North(m)	East(m)	Vertical(m, positive down)
1	6535630.4920	327792.3075	524.1990
1	6535662.4920	327767.7135	656.8309
1	6535683.4920	327735.6825	770.2560
1	6535734.9920	327712.1195	848.4871
2	6535671.4920	327823.7445	541.8985
2	6535692.9920	327807.2765	639.1713
2	6535740.9920	327770.4005	759.1338
2	6535774.9920	327744.6195	814.8807
3	6535715.9920	327868.3695	500.4200
3	6535744.9920	327846.2765	639.0198
3	6535770.9920	327826.4325	727.9936
3	6535813.4920	327793.8075	808.2759
4	6535777.9920	327899.6195	542.4794
4	6535793.9920	327887.4005	658.4256
4	6535858.4920	327837.8695	808.2613
5	6535815.9920	327949.2765	542.4794
5	6535831.9920	327937.0575	658.4256
5	6535864.4920	327912.0885	778.6048
6	6535838.4920	327979.1825	542.4794
6	6535854.4920	327966.9945	658.4256
6	6535871.9920	327953.8075	731.0480
6	6535907.9920	327926.0885	807.1110
7	6535853.9920	327998.9005	542.4794
7	6535869.9920	327986.7135	658.4256
7	6535901.9920	327962.1505	754.9285
7	6535954.9920	327921.5575	846.5735
8	6535889.9920	328034.1505	575.8094
8	6535899.9920	328026.4945	658.4256
8	6535922.9920	328008.9635	744.1630
8	6535973.4920	327970.4945	826.0196
9	6535917.4920	328091.9945	580.5003
9	6535939.4920	328075.2445	670.7609
9	6535972.4920	328049.7135	748.7581
9	6535998.9920	328029.6505	822.3324
10	6535944.9920	328118.1195	585.2235
10	6535958.4920	328107.5885	658.7408
10	6535992.4920	328081.6505	754.2762
10	6536019.9920	328060.7135	808.9962
